"","name","brand","country","city","power","price","km","year","stringAsFactors"
"1144","Cabeza tractora Renault D-Series 430.19 DTI 11","Est","FRANCIA","Rhône",430,47900,247473,"2018",FALSE
"1145","Cabeza tractora Iveco Stralis 500","Iveco","FRANCIA","Meurthe",500,NA,706300,"2011",FALSE
"1146","Cabeza tractora Iveco Stralis 500","Iveco","ITALIA","Trani",500,NA,922291,"2014",FALSE
"1147","Cabeza tractora Scania R 164R580","Scania","ITALIA","Trani",580,NA,444085,"2001",FALSE
"1148","Cabeza tractora DAF XF 510 FT","DAF","ITALIA","Trani",510,NA,756244,"2014",FALSE
"1149","Cabeza tractora rebajado DAF XF 106","DAF","POLONIA","Gniezno",480,46396,524000,"2017",FALSE
"1150","Cabeza tractora DAF XF105 460","DAF","FRANCIA","Rhône",460,24000,8e+05,"2014",FALSE
"1151","Cabeza tractora Renault AE 520","Renault","PORTUGAL","Coimbra",NA,NA,NA,"2022",FALSE
"1152","Cabeza tractora Scania S 500","Scania","PORTUGAL","Coimbra",NA,NA,8e+05,"2018",FALSE
"1153","Cabeza tractora Volvo FH 540","Volvo","PORTUGAL","Coimbra",540,NA,8e+05,"2018",FALSE
"1154","Cabeza tractora productos peligrosos / ADR DAF XF 480","DAF","FRANCIA","Nord",352,NA,304000,"2018",FALSE
"1155","Cabeza tractora DAF XF 480","DAF","FRANCIA","Nord",360,NA,406525,"2017",FALSE
"1156","Cabeza tractora rebajado DAF XF 460 SSC","DAF","ITALIA","Padova",480,48500,366000,"2017",FALSE
"1157","Cabeza tractora Scania S 500","Est","FRANCIA","Seine",500,79900,838288,"2018",FALSE
"1158","Cabeza tractora DAF XF FT XF450","DAF","ITALIA","Assago Mi 20090",NA,65800,342253,"2018",FALSE
"1159","Cabeza tractora Volvo FH12 380","Volvo","PORTUGAL","Penafiel",380,NA,780877,"2002",FALSE
"1160","Cabeza tractora Scania R 450","Scania","PORTUGAL","Proença A Nova",NA,53000,7e+05,"2017",FALSE
"1161","Cabeza tractora Volvo FH13 500","Volvo","BÉLGICA","Bruxelles",500,57500,271492,"2017",FALSE
"1162","Cabeza tractora Iveco Stralis AS440S46TP- LNG","Iveco","FRANCIA","Loire",460,52500,283215,"2018",FALSE
"1163","Cabeza tractora Iveco Stralis AS440S46TP- LNG","Iveco","FRANCIA","Loire",460,NA,609608,"2018",FALSE
"1164","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1165","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1166","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1167","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1168","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1169","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1170","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1171","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1172","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1173","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1174","Cabeza tractora Mercedes Actros 2645 - ""NON-EU""","Mercedes","BÉLGICA","Wingene",450,56850,483330,"2015",FALSE
"1175","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1176","Cabeza tractora MAN TGX 18.460 XLX","MAN","FRANCIA","Nord",338,NA,386000,"2017",FALSE
"1177","Cabeza tractora DAF XF 480","DAF","FRANCIA","Nord",352,NA,406525,"2017",FALSE
"1178","Cabeza tractora Volvo FH 460","Volvo","HOLANDA","Weert",459,67800,419844,"2018",FALSE
"1179","Cabeza tractora DAF XF 440","DAF","HOLANDA","Weert",440,24400,933906,"2016",FALSE
"1180","Cabeza tractora convoy excepcional Scania R 420 High Line","Scania","REINO UNIDO","Romford",420,14200,810769,"2007",FALSE
"1181","Cabeza tractora Iveco Stralis AS440S40TP LNG","Iveco","FRANCIA","Loire",400,NA,537662,"2018",FALSE
"1182","Cabeza tractora MAN TGA 18.530","MAN","ITALIA","Tolentino",530,NA,1e+06,"2004",FALSE
"1183","Cabeza tractora Iveco Stralis 480","Iveco","ITALIA","Tolentino",480,NA,695000,"2018",FALSE
"1184","Cabeza tractora Scania R 144R530","Scania","ITALIA","Tolentino",530,NA,1e+06,"1999",FALSE
"1185","Cabeza tractora Renault T-Series","Est","FRANCIA","Sarthe",480,NA,375000,"2018",FALSE
"1186","Cabeza tractora DAF XF 106 460 SC","DAF","POLONIA","Nowe Proboszczewice",460,22000,100900,"2014",FALSE
"1187","Cabeza tractora Mercedes Actros 1843 LS","Est","FRANCIA","Pas",430,39000,331200,"2015",FALSE
"1188","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1189","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1190","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1191","Cabeza tractora DAF CF 85.410","DAF","BÉLGICA","Wingene",410,32850,783718,"2011",FALSE
"1192","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1193","Cabeza tractora Renault T 460","Renault","BÉLGICA","Wingene",459,24850,700108,"2015",FALSE
"1194","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1195","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1196","Cabeza tractora Scania R 440","Scania","BÉLGICA","Wingene",440,15350,1216544,"2011",FALSE
"1197","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1198","Cabeza tractora DAF CF 85.410","DAF","BÉLGICA","Wingene",410,32850,739405,"2011",FALSE
"1199","Cabeza tractora productos peligrosos / ADR Iveco Trakker 420","Iveco","BÉLGICA","Wingene",420,86850,10,"2022",FALSE
"1200","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1201","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1202","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1203","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1204","Cabeza tractora Iveco Trakker 480","Iveco","BÉLGICA","Wingene",479,83350,10,"2022",FALSE
"1205","Cabeza tractora Volvo FMX 450","Volvo","BÉLGICA","Wingene",450,19850,670669,"2012",FALSE
"1206","Cabeza tractora Scania R 450","Scania","FRANCIA","Bas",450,33900,550416,"2016",FALSE
"1207","Cabeza tractora Renault Gamme T 460","Renault","FRANCIA","Bas",460,14500,448859,"2016",FALSE
"1208","Tractora semi volquete escollera Renault Gamme C 520","Renault","FRANCIA","Bas",NA,89900,76374,"2017",FALSE
"1209","Cabeza tractora Renault Premium Lander 420","Renault","FRANCIA","Yvelines",NA,7500,594437,"2002",FALSE
"1210","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Iveco","FRANCIA","Sarthe",480,59500,346800,"2017",FALSE
"1211","Cabeza tractora Scania G 480","Scania","PORTUGAL","Anadia",480,NA,601776,"2013",FALSE
"1212","Cabeza tractora Scania R 164R480","Scania","ITALIA","Trani",480,NA,1663001,"2003",FALSE
"1213","Cabeza tractora DAF XF 106 510 SSC","DAF","ITALIA","Piacenza",NA,38500,795000,"2016",FALSE
"1214","Cabeza tractora Iveco Stralis 440 AS","Iveco","ITALIA","Thiene",NA,NA,195983,"2017",FALSE
"1215","Cabeza tractora DAF Mod. DAF","DAF","ITALIA","Thiene",460,NA,896500,"2013",FALSE
"1216","Cabeza tractora Renault T-Series","Renault","FRANCIA","Drôme",460,NA,496000,"2017",FALSE
"1217","Cabeza tractora Renault Premium Lander 460.19","Renault","FRANCIA","Drôme",460,21000,474767,"2013",FALSE
"1218","Cabeza tractora Mercedes Actros 2553","Mercedes","HOLANDA","Raalte",530,NA,660,"2022",FALSE
"1219","Cabeza tractora Mercedes Actros 4365 Actros 4365 8×6/4","Mercedes","HOLANDA","Raalte",649,NA,372426,"2010",FALSE
"1220","Cabeza tractora MAN 5x TGS 33.400 BBS-WW TRACTOR HEAD / RHD / NEW 2021 / EUR","MAN","HOLANDA","Schiedam",NA,78500,22,"2020",FALSE
"1221","Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS","MAN","ITALIA","Piacenza",460,50000,594020,"2018",FALSE
"1222","Cabeza tractora MAN TGS 18.440 4X2 BLS-TS","MAN","ITALIA","Piacenza",441,46000,601000,"2017",FALSE
"1223","Cabeza tractora productos peligrosos / ADR MAN TGX 18.460 4X2 BLS","MAN","ITALIA","Piacenza",460,51000,539770,"2018",FALSE
"1224","Cabeza tractora productos peligrosos / ADR MAN TGX 18.500 4X2 BLS","MAN","FRANCIA","Finistère",500,52400,307148,"2018",FALSE
"1225","Cabeza tractora Volvo FH FH 460 Globetrotter/ACC/Xenon/Laneass","Volvo","ALEMANIA","Lohfelden",460,66500,539683,"2018",FALSE
"1226","Cabeza tractora MAN TGX TGX 18.420 4X2 BLS, Retarder, Standkl.","MAN","ALEMANIA","Greven",NA,34700,881000,"2018",FALSE
"1227","Cabeza tractora productos peligrosos / ADR Mercedes Actros Actros 1843 LS/ADR /Tankhydr./Retarder/wenig km","Mercedes","ALEMANIA","Würselen",NA,49500,398000,"2017",FALSE
"1228","Cabeza tractora Mercedes Axor 1840","Mercedes","FRANCIA","Rhône",400,18000,541000,"2008",FALSE
"1229","Cabeza tractora Mercedes Actros 1845","Mercedes","FRANCIA","Rhône",450,35000,642000,"2017",FALSE
"1230","Cabeza tractora Mercedes Actros 1845","Mercedes","FRANCIA","Rhône",450,36000,528000,"2017",FALSE
"1231","Cabeza tractora Mercedes Actros 1845","Mercedes","FRANCIA","Rhône",450,27500,688000,"2016",FALSE
"1232","Cabeza tractora Renault T-Series 460 T4X2 E6","Renault","FRANCIA","Rhône",480,28500,555000,"2016",FALSE
"1233","Cabeza tractora Renault T-Series 480.19 DTI 13","Renault","FRANCIA","Rhône",480,26000,688000,"2016",FALSE
"1234","Cabeza tractora productos peligrosos / ADR Renault T-Series 460 T4X2 CITERNIER E6","Renault","FRANCIA","Rhône",460,35000,424000,"2016",FALSE
"1235","Cabeza tractora DAF XF 480","DAF","FRANCIA","Bouches",480,67000,110000,"2018",FALSE
"1236","Cabeza tractora Renault Premium 460 EEV","Est","PORTUGAL","Arouca",460,NA,787000,"2014",FALSE
"1237","Cabeza tractora Mercedes Actros IV 18 2012","Mercedes","ITALIA","Nervesa Della Battaglia",625,86500,335000,"2016",FALSE
"1238","Cabeza tractora Mercedes Actros IV 18 2012","Mercedes","ITALIA","Nervesa Della Battaglia",530,79500,403000,"2018",FALSE
"1239","Cabeza tractora Iveco S-WAY AS440ST/P 460 S-Way LNG, Retrader, 2 Kreis Hydr.","Iveco","ALEMANIA","Hagenow",460,75000,185000,"2020",FALSE
"1240","Cabeza tractora MAN TGA TGA 18.430 D20 Common Rail SZM Klima Retarder","MAN","ALEMANIA","Mücke/ Atzenhain",430,6900,1131444,"2005",FALSE
"1241","Cabeza tractora MAN TGA TGA 18.430 D20 Common Rail SZM Klima","MAN","ALEMANIA","Mücke/ Atzenhain",430,6900,1390771,"2006",FALSE
"1242","Cabeza tractora Renault Premium 460 EEV","Est","PORTUGAL","Arouca",460,NA,787000,"2014",FALSE
"1243","Cabeza tractora productos peligrosos / ADR Iveco Stralis 480","Iveco","ITALIA","Padova",480,29800,642000,"2015",FALSE
"1244","Cabeza tractora Mercedes Actros 1851 LSN 37","Mercedes","FRANCIA","Haute",510,70000,280000,"2014",FALSE
"1245","Cabeza tractora Iveco Stralis STRALIS 500 TRATTORE STRADALE","Iveco","ITALIA","Voltana",NA,NA,NA,"2015",FALSE
"1246","Cabeza tractora productos peligrosos / ADR Iveco Trakker 420","Iveco","BÉLGICA","Wingene",420,86850,10,"2022",FALSE
"1247","Cabeza tractora MAN TGX 18.500","MAN","FRANCIA","Doubs",500,NA,415000,"2017",FALSE
"1248","Cabeza tractora MAN TGX 18.480","MAN","FRANCIA","Doubs",480,NA,635000,"2015",FALSE
"1249","Cabeza tractora Volvo FH 540","Volvo","FRANCIA","Bas",540,28200,806290,"2015",FALSE
"1250","Cabeza tractora Renault Premium 450","Renault","FRANCIA","Bas",450,5000,730702,"2007",FALSE
"1251","Cabeza tractora Renault T480 2x Tanks/ Leasing","Renault","FRANCIA","Nord",NA,NA,499000,"2017",FALSE
"1252","Cabeza tractora Renault T480 2x Tanks/ Leasing","Renault","FRANCIA","Nord",NA,NA,478237,"2017",FALSE
"1253","Cabeza tractora Renault T460 2x Tanks/ Leasing","Renault","FRANCIA","Nord",NA,NA,267000,"2018",FALSE
"1254","Cabeza tractora Renault T480 2x Tanks","Renault","FRANCIA","Nord",NA,NA,422000,"2018",FALSE
"1255","Cabeza tractora Mercedes Actros 1843LS 4X2","Mercedes","FRANCIA","Maine",428,58900,201868,"2018",FALSE
"1256","Cabeza tractora MAN TGX 18.460 XLX","MAN","FRANCIA","Gironde",460,49500,453104,"2018",FALSE
"1257","Cabeza tractora Iveco Stralis AS400 / LNG / / High Way / Automatic / 427 DKM / Belgium Truck","Iveco","HOLANDA","Tilburg",399,38800,427317,"2017",FALSE
"1258","Cabeza tractora Iveco Stralis AS400 / LNG / / High Way / Automatic / 417 DKM / Belgium Truck","Iveco","HOLANDA","Tilburg",399,38800,417552,"2017",FALSE
"1259","Cabeza tractora productos peligrosos / ADR MAN TGS 18.500 4X2 BLS-TS","MAN","ITALIA","Piacenza",500,56000,461407,"2018",FALSE
"1260","Cabeza tractora convoy excepcional MAN TGX 18.500 4X2 LLS-U","MAN","ITALIA","Piacenza",500,41000,661000,"2018",FALSE
"1261","Cabeza tractora Iveco Stralis 460 eev","Iveco","FRANCIA","Mayenne",460,36000,300078,"2016",FALSE
"1262","Cabeza tractora Iveco Stralis XP 510","Iveco","FRANCIA","Mayenne",510,NA,367000,"2019",FALSE
"1263","Cabeza tractora productos peligrosos / ADR Renault T-Series","Renault","FRANCIA","Vaucluse",480,68900,304576,"2019",FALSE
"1264","Cabeza tractora MAN TGX 18.480","MAN","FRANCIA","Seine",480,NA,269253,"2016",FALSE
"1265","Cabeza tractora Renault T-Series","Renault","FRANCIA","Bouches",480,57500,383771,"2018",FALSE
"1266","Cabeza tractora Renault T-Series","Renault","FRANCIA","Bouches",460,58800,252478,"2018",FALSE
"1267","Cabeza tractora convoy excepcional Volvo FH16 650","Volvo","FRANCIA","Pyrénées",650,NA,235775,"2019",FALSE
"1268","Cabeza tractora MAN TGX 18.510","MAN","FRANCIA","Seine",510,93000,160000,"2020",FALSE
"1269","Cabeza tractora Iveco Stralis AS440S40TP LNG","Iveco","FRANCIA","Vendée",400,NA,541032,"2017",FALSE
"1270","Cabeza tractora MAN TGX 18.500","MAN","FRANCIA","Finistère",500,NA,354622,"2017",FALSE
"1271","Cabeza tractora Volvo FH 500","Volvo","FRANCIA","Pyrénées",500,NA,190952,"2020",FALSE
"1272","Cabeza tractora Renault Premium 430","Renault","FRANCIA","Yvelines",NA,13500,821512,"2013",FALSE
"1273","Cabeza tractora Scania R 450 TOPLINE/ VOLLSPOILER !!","Scania","LUXEMBURGO","Remich",612,35900,799500,"2016",FALSE
"1274","Cabeza tractora Volvo FH 460/Globetrotter/ Kompressor","Volvo","LUXEMBURGO","Remich",470,42900,804000,"2017",FALSE
"1275","Cabeza tractora convoy excepcional Volvo FH16 610","Volvo","FRANCIA","Val",610,16500,2453784,"2004",FALSE
"1276","Cabeza tractora convoy excepcional MAN 26.410","MAN","FRANCIA","Val",372,15000,863000,"1986",FALSE
"1277","Cabeza tractora Renault Gamme C 460","Renault","FRANCIA","Côte",460,NA,338506,"2018",FALSE
"1278","Cabeza tractora Volvo FH 460","Volvo","FRANCIA","Rhône",460,NA,622664,"2017",FALSE
"1279","Cabeza tractora Renault AE 440 DXI","Renault","FRANCIA","Rhône",NA,NA,1052890,"2006",FALSE
"1280","Cabeza tractora Renault Premium 450","Renault","FRANCIA","Rhône",450,NA,941592,"2007",FALSE
"1281","Cabeza tractora Volvo FH12 420","Volvo","FRANCIA","Rhône",420,NA,1427696,"2002",FALSE
"1282","Cabeza tractora Iveco Stralis 460 eev","Iveco","FRANCIA","Mayenne",460,36000,300078,"2016",FALSE
"1283","Cabeza tractora Iveco Stralis XP 510","Iveco","FRANCIA","Mayenne",510,NA,367000,"2019",FALSE
"1284","Cabeza tractora productos peligrosos / ADR Renault T-Series","Renault","FRANCIA","Vaucluse",480,68900,304576,"2019",FALSE
"1285","Cabeza tractora MAN TGX 18.480","MAN","FRANCIA","Seine",480,NA,269253,"2016",FALSE
"1286","Cabeza tractora Renault T-Series","Renault","FRANCIA","Bouches",480,57500,383771,"2018",FALSE
"1287","Cabeza tractora Renault T-Series","Renault","FRANCIA","Bouches",460,58800,252478,"2018",FALSE
"1288","Cabeza tractora convoy excepcional Volvo FH16 650","Volvo","FRANCIA","Pyrénées",650,NA,235775,"2019",FALSE
"1289","Cabeza tractora MAN TGX 18.510","MAN","FRANCIA","Seine",510,93000,160000,"2020",FALSE
"1290","Cabeza tractora Iveco Stralis AS440S40TP LNG","Iveco","FRANCIA","Vendée",400,NA,541032,"2017",FALSE
"1291","Cabeza tractora MAN TGX 18.500","MAN","FRANCIA","Finistère",500,NA,354622,"2017",FALSE
"1292","Cabeza tractora Volvo FH 500","Volvo","FRANCIA","Pyrénées",500,NA,190952,"2020",FALSE
"1293","Cabeza tractora Renault Premium 430","Renault","FRANCIA","Yvelines",NA,13500,821512,"2013",FALSE
"1294","Cabeza tractora Scania R 450 TOPLINE/ VOLLSPOILER !!","Scania","LUXEMBURGO","Remich",612,35900,799500,"2016",FALSE
"1295","Cabeza tractora Volvo FH 460/Globetrotter/ Kompressor","Volvo","LUXEMBURGO","Remich",470,42900,804000,"2017",FALSE
"1296","Cabeza tractora convoy excepcional Volvo FH16 610","Volvo","FRANCIA","Val",610,16500,2453784,"2004",FALSE
"1297","Cabeza tractora convoy excepcional MAN 26.410","MAN","FRANCIA","Val",372,15000,863000,"1986",FALSE
"1298","Cabeza tractora Renault Gamme C 460","Renault","FRANCIA","Côte",460,NA,338506,"2018",FALSE
"1299","Cabeza tractora Volvo FH 460","Volvo","FRANCIA","Rhône",460,NA,622664,"2017",FALSE
"1300","Cabeza tractora Renault AE 440 DXI","Renault","FRANCIA","Rhône",NA,NA,1052890,"2006",FALSE
"1301","Cabeza tractora Renault Premium 450","Renault","FRANCIA","Rhône",450,NA,941592,"2007",FALSE
"1302","Cabeza tractora Volvo FH12 420","Volvo","FRANCIA","Rhône",420,NA,1427696,"2002",FALSE
"1303","Cabeza tractora Volvo FH12 420","Volvo","FRANCIA","Rhône",420,NA,1427696,"2002",FALSE
"1304","Cabeza tractora MAN TGA 18.430","MAN","FRANCIA","Rhône",430,NA,696650,"2006",FALSE
"1305","Cabeza tractora Volvo FH12 420","Volvo","FRANCIA","Rhône",420,NA,899392,"2003",FALSE
"1306","Cabeza tractora DAF XF105 510","DAF","FRANCIA","Rhône",510,NA,1114425,"2011",FALSE
"1307","Cabeza tractora productos peligrosos / ADR Renault T-Series 460","Renault","ITALIA","Mogliano Veneto",460,NA,490000,"2017",FALSE
"1308","Tractora semi portacoches MAN TGX 18.480","MAN","FRANCIA","Dordogne",480,90000,560177,"2016",FALSE
"1309","Cabeza tractora DAF CF 460","DAF","HOLANDA","Weert",462,21800,823824,"2015",FALSE
"1310","Cabeza tractora Volvo FH 500","Volvo","HOLANDA","Weert",500,33800,926997,"2015",FALSE
"1311","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","FRANCIA","Haute",450,NA,388669,"2017",FALSE
"1312","Cabeza tractora Volvo FH 460 Globetrotter","Volvo","ITALIA","Milano",460,31500,721000,"2014",FALSE
"1313","Cabeza tractora convoy excepcional Iveco Trakker","Iveco","ITALIA","Milano",500,18800,190000,"2011",FALSE
"1314","Cabeza tractora Scania R 420","Scania","ITALIA","Milano",420,14800,1094000,"2011",FALSE
"1315","Cabeza tractora Volvo FH13 FH 13.540 FH13.540","Volvo","HOLANDA","Raalte",NA,NA,218000,"2013",FALSE
"1316","Cabeza tractora Mercedes Actros 2545","Mercedes","ITALIA","Dello",449,NA,540000,"2018",FALSE
"1317","Cabeza tractora Iveco Magirus","Iveco","ITALIA","Dello",NA,NA,6e+05,"2016",FALSE
"1318","Cabeza tractora Mercedes Actros 1848","Mercedes","ITALIA","Dello",480,NA,807000,"2014",FALSE
"1319","Cabeza tractora Mercedes Actros Actros MP3 1836 EEV EU5 TOP-Zustand Original-KM","Mercedes","ALEMANIA","Germersheim",361,24900,469263,"2012",FALSE
"1320","Cabeza tractora DAF CF CF 440 FTT *6X4*Euro 6*ALU*Ret*Hydraulik*","DAF","ALEMANIA","63667",436,54950,249898,"2017",FALSE
"1321","Cabeza tractora Scania R 520 V8 PORSCHE CARRERA CUP 148/250","Scania","FRANCIA","Moselle",520,NA,847000,"2014",FALSE
"1322","Cabeza tractora Scania R 560","Scania","FRANCIA","Moselle",560,NA,880000,"2013",FALSE
"1323","Cabeza tractora MAN TGS 18.400 Sattelzugmaschine*4x4+Anhänge","MAN","POLONIA","Nowy S",400,40500,675000,"2011",FALSE
"1324","Cabeza tractora Renault K520","Renault","HOLANDA","Velddriel",519,65000,158981,"2016",FALSE
"1325","Cabeza tractora DAF XF 480","DAF","HOLANDA","Groot",482,53750,692552,"2018",FALSE
"1326","Cabeza tractora Scania S 520 V8 | NAVI | APK","Scania","HOLANDA","Groot",519,93000,538490,"2019",FALSE
"1327","Cabeza tractora Scania R R 500","Scania","FRANCIA","Lot",500,32995,995000,"2013",FALSE
"1328","Cabeza tractora Scania R R 500","Scania","FRANCIA","Lot",NA,25995,1145000,"2011",FALSE
"1329","Cabeza tractora Scania R R 500","Scania","FRANCIA","Lot",500,32995,1199000,"2013",FALSE
"1330","Cabeza tractora Scania R 500","Scania","FRANCIA","Lot",500,25995,1192043,"2011",FALSE
"1331","Cabeza tractora Scania R 500","Scania","FRANCIA","Lot",500,32995,1180000,"2013",FALSE
"1332","Cabeza tractora Mercedes 1848 LS","Mercedes","ITALIA","Bolzano Vicentino",NA,68000,396316,"2018",FALSE
"1333","Cabeza tractora DAF XF 480","DAF","FRANCIA","Vendée",480,NA,240000,"2018",FALSE
"1334","Cabeza tractora DAF XF 440","DAF","HOLANDA","Vuren",435,34950,671680,"2016",FALSE
"1335","Cabeza tractora MAN TGA 18.460","MAN","HOLANDA","Vuren",459,8450,1461502,"2004",FALSE
"1336","Cabeza tractora DAF XF 480","DAF","HOLANDA","Vuren",482,56900,513974,"2018",FALSE
"1337","Cabeza tractora Mercedes Actros 1843","Mercedes","HOLANDA","Vuren",428,32900,579493,"2015",FALSE
"1338","Cabeza tractora Renault T 460","Renault","HOLANDA","Vuren",459,20950,790388,"2013",FALSE
"1339","Cabeza tractora DAF XF 460","DAF","HOLANDA","Vuren",462,35900,682911,"2017",FALSE
"1340","Cabeza tractora DAF XF 460","DAF","HOLANDA","Vuren",462,26950,741321,"2015",FALSE
"1341","Cabeza tractora Volvo FM11 FM 11.330","Volvo","HOLANDA","Vuren",337,17950,1184406,"2011",FALSE
"1342","Cabeza tractora DAF XF105 XF 105.460 ssc ate intarder","DAF","HOLANDA","Vuren",462,20900,933589,"2013",FALSE
"1343","Cabeza tractora MAN F2000 19.403","MAN","HOLANDA","Vuren",399,8900,854261,"1998",FALSE
"1344","Cabeza tractora DAF XF105 XF 105.460","DAF","HOLANDA","Vuren",462,18900,800896,"2013",FALSE
"1345","Cabeza tractora productos peligrosos / ADR Renault T-Series","Renault","FRANCIA","Drôme",480,NA,335022,"2018",FALSE
"1346","Cabeza tractora Mercedes 1834 EPS GEARBOX / 3 PEDALS / HUBREDUCTION","Mercedes","HOLANDA","Oirschot",339,NA,1106740,"1995",FALSE
"1347","Cabeza tractora DAF XF 105XF 410 SPACE CAB / EXSIDE / 90M3","DAF","HOLANDA","Oirschot",407,NA,1048589,"2012",FALSE
"1348","Cabeza tractora Renault T 460 / EURO 6 / LOW DECK / MEGA","Renault","POLONIA","Bodzentyn",460,32900,555000,"2017",FALSE
"1349","Cabeza tractora Mercedes 1842LSN 37 23 STR 170 1842 LSN 37 LA 23 170 LD","Mercedes","FRANCIA","Loire",NA,NA,283000,"2013",FALSE
"1350","Cabeza tractora Mercedes Arocs 2046 LST-CHNT 4X2","Mercedes","FRANCIA","Loire",NA,NA,243039,"2018",FALSE
"1351","Cabeza tractora Mercedes Arocs 2046 LST-CHNT 4X2","Mercedes","FRANCIA","Loire",NA,NA,242350,"2018",FALSE
"1352","Cabeza tractora Mercedes Arocs 2046 LST-CHNT 4X2","Mercedes","FRANCIA","Loire",NA,NA,229500,"2018",FALSE
"1353","Cabeza tractora Renault T 520","Renault","FRANCIA","Pyrénées",530,NA,545000,"2018",FALSE
"1354","Cabeza tractora Renault T 520","Renault","FRANCIA","Pyrénées",530,NA,560000,"2018",FALSE
"1355","Cabeza tractora DAF CF85 FT CF85 LOW DECK 360 - MEGA - HEBE SATTEL - TOP CONDITION","DAF","HOLANDA","Oisterwijk",360,17500,926020,"2012",FALSE
"1356","Cabeza tractora Iveco Stralis 460","Iveco","HOLANDA","Oisterwijk",459,29500,445350,"2017",FALSE
"1357","Cabeza tractora Scania R 340","Scania","HOLANDA","Oisterwijk",338,9900,983706,"2007",FALSE
"1358","Cabeza tractora Volvo FH 540","Volvo","HOLANDA","Oisterwijk",539,99000,313641,"2017",FALSE
"1359","Cabeza tractora Renault Premium 420 DCI","Renault","BÉLGICA","Wingene",420,4850,945415,"2000",FALSE
"1360","Cabeza tractora Scania R 440","Scania","BÉLGICA","Wingene",440,14850,835000,"2011",FALSE
"1361","Tractora semi portamáquinas MAN 33.464 + GOLDHOFER 6-AXLE LOWBED TRAILER - COMPLETE 2005 YEAR","MAN","HOLANDA","Meerkerk",459,59750,606061,"2005",FALSE
"1362","Cabeza tractora Iveco Trakker","Iveco","FRANCIA","Haut",612,NA,470000,"2007",FALSE
"1363","Cabeza tractora Iveco Trakker AD 720 T 45 T","Iveco","FRANCIA","Haut",612,NA,470000,"2007",FALSE
"1364","Cabeza tractora Iveco Trakker","Iveco","FRANCIA","Haut",450,NA,470000,"2007",FALSE
"1365","Cabeza tractora Renault Lander 450 DXI","Renault","FRANCIA","Pyrénées",450,NA,312205,"2008",FALSE
"1366","Cabeza tractora Mercedes Actros 1846","Mercedes","FRANCIA","Pyrénées",460,NA,416746,"2014",FALSE
"1367","Cabeza tractora productos peligrosos / ADR Scania R 450","Scania","FRANCIA","Pyrénées",450,NA,875820,"2014",FALSE
"1368","Cabeza tractora productos peligrosos / ADR MAN TGX 18.500 4X2 BLS","MAN","ITALIA","Piacenza",500,56000,363690,"2018",FALSE
"1369","Cabeza tractora Mercedes Actros 2641","Mercedes","FRANCIA","Haut",NA,136000,242000,"2009",FALSE
"1370","Cabeza tractora Volvo FH 500","Volvo","HOLANDA","Veghel",500,55900,366362,"2015",FALSE
