,name,brand,country,city,power,price,km,year,years,years.category,y
213,Cabeza tractora DAF XF 480,DAF,FRANCIA,Calvados,480,70000,3.00E+05,2019,3,New,48950.23324
214,Cabeza tractora Scania R 500/RETARDER/I-PARK COOL/NAVI/CONTRACT SERVICE,Scania,POLONIA,Bodzentyn,501,68900,587000,2019,3,New,48950.23324
215,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,49900,618991,2019,3,New,48950.23324
216,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,49900,620494,2019,3,New,48950.23324
217,Cabeza tractora Scania R 450,Scania,HOLANDA,Veghel,450,62900,719731,2019,3,New,48950.23324
218,Cabeza tractora Scania S 500,Scania,BÉLGICA,Ardooie,500,89000,3.00E+05,2019,3,New,48950.23324
219,Cabeza tractora productos peligrosos / ADR MAN TGX 18.500 4X2 BLS,MAN,FRANCIA,Seine,500,51299,744923,2019,3,New,48950.23324
220,Cabeza tractora MAN TGX 26.580 XXL Intarder,MAN,HOLANDA,Veghel,580,86400,349656,2019,3,New,48950.23324
221,Cabeza tractora MAN TGX 18.500 4X2 BLS - PTO,MAN,BÉLGICA,Asse,500,71000,332042,2019,3,New,48950.23324
222,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,47900,680474,2019,3,New,48950.23324
223,Cabeza tractora DAF XF 530,DAF,BÉLGICA,Bree,530,59700,475935,2019,3,New,48950.23324
224,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,71700,288632,2019,3,New,48950.23324
225,Cabeza tractora Iveco Stralis AS440ST/FP LT LNG Stralis NP460 LPG 4x2 Lowliner,Iveco,ALEMANIA,Bielefeld,NA,61000,289000,2019,3,New,48950.23324
226,Cabeza tractora Iveco AS440ST/FP LT LNG Stralis NP460 LPG 4x2 Lowliner,Iveco,ALEMANIA,Bielefeld,NA,61000,289000,2019,3,New,48950.23324
227,Cabeza tractora MAN TGS 18.500 TGS 4x4AP Hydraulik 1 Bett Top,MAN,ALEMANIA,Dorsten,501,77890,282000,2019,3,New,48950.23324
228,Cabeza tractora MAN TGS 2 x 18.500 TGS 4x4AP Hydraulik 1 Bett Top,MAN,ALEMANIA,Dorsten,501,77890,272000,2019,3,New,48950.23324
229,Cabeza tractora MAN TGX 18.500 XXL Intarder ACC Standklima,MAN,ALEMANIA,Bakum,500,51800,383233,2019,3,New,48950.23324
230,Cabeza tractora Scania S 500,Scania,HOLANDA,S,500,77500,781443,2019,3,New,48950.23324
231,Cabeza tractora Scania S 500,Scania,HOLANDA,S,498,77500,741002,2019,3,New,48950.23324
232,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,49900,606660,2019,3,New,48950.23324
233,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,49900,634655,2019,3,New,48950.23324
234,Cabeza tractora MAN TGX 500 INTARDER,MAN,BÉLGICA,Hooglede,NA,50330,618714,2019,3,New,48950.23324
235,Cabeza tractora DAF XF 450 ACC + Standairco Spacecab,DAF,HOLANDA,Borne,448,63900,377567,2019,3,New,48950.23324
236,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,64250,455000,2019,3,New,48950.23324
237,Cabeza tractora Scania R 450,Scania,HOLANDA,Renswoude,450,94500,173232,2019,3,New,48950.23324
238,Cabeza tractora DAF XF 480,DAF,HOLANDA,Schiedam,482,79900,461000,2019,3,New,48950.23324
239,Cabeza tractora DAF XF XF 530 FT SSC Intarder Standklima AEBS LDWS,DAF,ALEMANIA,Hahnbach,531,67900,364232,2019,3,New,48950.23324
240,Cabeza tractora Mercedes Actros 1845,Mercedes,BÉLGICA,Bree,450,60450,487444,2019,3,New,48950.23324
241,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,75700,366127,2019,3,New,48950.23324
242,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,75700,366127,2019,3,New,48950.23324
243,Cabeza tractora DAF XF 530,DAF,HOLANDA,S,NA,79750,301716,2019,3,New,48950.23324
244,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,76700,286890,2019,3,New,48950.23324
245,"Cabeza tractora Mercedes Arocs 2148 hydrodrive 191""km",Mercedes,BÉLGICA,Bree,479,92500,194000,2019,3,New,48950.23324
246,Cabeza tractora Scania R 450,Scania,HOLANDA,Ravenstein,450,73500,685105,2019,3,New,48950.23324
247,Cabeza tractora Renault C460 - 149 375 Km !,Renault,BÉLGICA,Handzame,460,62900,149519,2019,3,New,48950.23324
248,Cabeza tractora Mercedes Arocs Arocs 1846 4x4 (HAD) Kipphydraulik Classic Space,Mercedes,ALEMANIA,Sottrum,483,84900,196955,2019,3,New,48950.23324
249,Cabeza tractora Mercedes Arocs Arocs 1846 4x4 (HAD) Kipphydraulik Classic Space,Mercedes,ALEMANIA,Sottrum,483,84900,199776,2019,3,New,48950.23324
250,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,73500,391610,2019,3,New,48950.23324
251,Cabeza tractora MAN TGS 18.500 TGS 4x4AP Hydraulik 1 Bett Top,MAN,ALEMANIA,Dorsten,501,77890,272000,2019,3,New,48950.23324
252,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,76600,321381,2019,3,New,48950.23324
253,Cabeza tractora MAN TGX TGX 18.500 4x4H XLX BL*Intarder*Kipphyd*Navi*ACC,MAN,ALEMANIA,Stuhr,501,73900,251540,2019,3,New,48950.23324
254,Cabeza tractora DAF XF 480,DAF,FRANCIA,Rhône,NA,78100,261386,2019,3,New,48950.23324
255,Cabeza tractora Renault T-Series 520.19 DTI 13,Renault,FRANCIA,Pas,520,73000,305000,2019,3,New,48950.23324
256,Cabeza tractora Volvo FH 460,Volvo,FRANCIA,Bas,460,49900,454000,2019,3,New,48950.23324
257,Cabeza tractora Volvo FH16 660,Volvo,FRANCIA,Bas,660,59000,273200,2019,3,New,48950.23324
258,Cabeza tractora Iveco Stralis Stralis 480 / ZF Intarder / Standklima / Xenon,Iveco,ALEMANIA,Salzgitter,480,47950,314525,2019,3,New,48950.23324
259,Cabeza tractora Mercedes Actros 1845,Mercedes,ITALIA,Padova,450,67900,451000,2019,3,New,48950.23324
260,Cabeza tractora DAF XF 106 .480 SSC - - INTARDER - 542 TKM - PARK. AIRCO - 2 x FUEL TANKS - TOP CONDITION -,DAF,HOLANDA,Nieuwendijk,NA,54900,542000,2019,3,New,48950.23324
261,Cabeza tractora Scania R 450/ RETARDER/NAVI /EURO 6/2019 YEAR,Scania,POLONIA,Bodzentyn,451,64900,731000,2019,3,New,48950.23324
262,Cabeza tractora MAN 18.500 TGS 4x4AP Hydraulik 1 Bett Top,MAN,ALEMANIA,Dorsten,501,77890,282000,2019,3,New,48950.23324
263,Cabeza tractora DAF CF 450 FT/Klima/Hydraulik,DAF,ALEMANIA,Sittensen,449,57800,313027,2019,3,New,48950.23324
264,Cabeza tractora MAN TGX 18.500,MAN,HOLANDA,Vriezenveen.,NA,47500,621085,2019,3,New,48950.23324
265,Cabeza tractora Volvo FH 460,Volvo,HOLANDA,Nieuwendijk,NA,91500,251000,2019,3,New,48950.23324
266,"Cabeza tractora Volvo FH 460 LNG*Globetrotter,Xenon,ACC,Ser neu*",Volvo,ALEMANIA,Nürnberg,470,74900,470544,2019,3,New,48950.23324
267,Cabeza tractora Volvo FM,Volvo,FRANCIA,Bas,460,44000,227000,2019,3,New,48950.23324
268,Cabeza tractora Scania G 410,Scania,HOLANDA,Velddriel,409,45000,353123,2019,3,New,48950.23324
269,Cabeza tractora Mercedes Arocs,Mercedes,FRANCIA,Puy,NA,92500,191000,2019,3,New,48950.23324
270,Cabeza tractora Mercedes Arocs,Mercedes,FRANCIA,Puy,NA,92500,191000,2019,3,New,48950.23324
271,Cabeza tractora Scania S 500,Scania,ESPAÑA,Alcala De Guadaira,NA,69000,635400,2018,4,Medium,46567.2587
272,Cabeza tractora Scania R 500,Scania,ESPAÑA,Alcala De Guadaira,NA,69900,576272,2018,4,Medium,46567.2587
273,Cabeza tractora Scania R 500,Scania,ESPAÑA,Alcala De Guadaira,NA,68900,610114,2018,4,Medium,46567.2587
274,Cabeza tractora Iveco Stralis AT440S48T/P,Iveco,ESPAÑA,Palma De Mallorca,480,52000,321095,2018,4,Medium,46567.2587
275,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,64800,481416,2018,4,Medium,46567.2587
276,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,65800,312360,2018,4,Medium,46567.2587
277,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,65800,471773,2018,4,Medium,46567.2587
278,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,66200,387005,2018,4,Medium,46567.2587
279,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,64400,467869,2018,4,Medium,46567.2587
280,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,63400,443763,2018,4,Medium,46567.2587
281,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,64700,444397,2018,4,Medium,46567.2587
282,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,68300,469294,2018,4,Medium,46567.2587
283,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,62600,509779,2018,4,Medium,46567.2587
284,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,64700,444397,2018,4,Medium,46567.2587
285,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,68300,469294,2018,4,Medium,46567.2587
286,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,62600,509779,2018,4,Medium,46567.2587
287,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,65300,439273,2018,4,Medium,46567.2587
288,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,66600,433471,2018,4,Medium,46567.2587
289,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,63700,574079,2018,4,Medium,46567.2587
290,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,61800,500703,2018,4,Medium,46567.2587
291,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,67600,495275,2018,4,Medium,46567.2587
292,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,59700,469675,2018,4,Medium,46567.2587
293,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,60800,441706,2018,4,Medium,46567.2587
294,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,60600,603860,2018,4,Medium,46567.2587
295,Cabeza tractora DAF XF 530,DAF,ESPAÑA,San Fernando De Henares,NA,65200,525715,2018,4,Medium,46567.2587
296,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,65200,478813,2018,4,Medium,46567.2587
297,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,65200,478813,2018,4,Medium,46567.2587
298,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,60500,509355,2018,4,Medium,46567.2587
299,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,64600,388442,2018,4,Medium,46567.2587
300,Cabeza tractora DAF XF 480,DAF,ESPAÑA,León,480,67900,379000,2018,4,Medium,46567.2587
301,Cabeza tractora productos peligrosos / ADR DAF XF 480,DAF,ESPAÑA,León,480,76900,209000,2018,4,Medium,46567.2587
302,Cabeza tractora DAF XF 480,DAF,ESPAÑA,León,480,68900,525000,2018,4,Medium,46567.2587
303,Cabeza tractora DAF XF 480,DAF,ESPAÑA,León,480,69900,375000,2018,4,Medium,46567.2587
304,Cabeza tractora DAF XF,DAF,ESPAÑA,León,450,49900,378000,2018,4,Medium,46567.2587
305,Cabeza tractora productos peligrosos / ADR DAF XF 480,DAF,ESPAÑA,León,480,74900,205000,2018,4,Medium,46567.2587
306,Cabeza tractora DAF XF 480,DAF,ESPAÑA,León,480,69900,477000,2018,4,Medium,46567.2587
307,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,61600,661716,2018,4,Medium,46567.2587
308,Cabeza tractora productos peligrosos / ADR Renault T-Series,Renault,ESPAÑA,Beriain,480,58900,363056,2018,4,Medium,46567.2587
309,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,62900,601649,2018,4,Medium,46567.2587
310,Cabeza tractora Iveco Stralis AS 440 S 48 TP,Iveco,ESPAÑA,Villabona,480,60000,257749,2018,4,Medium,46567.2587
311,Cabeza tractora Iveco Stralis AS 440 S51 TP,Iveco,ESPAÑA,Villabona,510,57500,415040,2018,4,Medium,46567.2587
312,Cabeza tractora Renault T-Series,Renault,ESPAÑA,Binefar,520,52000,549700,2018,4,Medium,46567.2587
313,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ESPAÑA,Motilla Del Palancar,480,45500,650212,2018,4,Medium,46567.2587
314,Cabeza tractora Iveco Stralis AT440S46T/P,Iveco,ESPAÑA,Motilla Del Palancar,460,52000,479429,2018,4,Medium,46567.2587
315,Cabeza tractora Iveco Stralis AS440S48T/P XP,Iveco,ESPAÑA,Motilla Del Palancar,480,45500,628272,2018,4,Medium,46567.2587
316,Cabeza tractora Mercedes Actros 1852 LS,Mercedes,ESPAÑA,Alcala De Guadaira,520,58000,378000,2018,4,Medium,46567.2587
317,Cabeza tractora Iveco Stralis AS440S46T/P,Iveco,ESPAÑA,Cordovilla,460,57000,428094,2018,4,Medium,46567.2587
318,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ESPAÑA,Zaragoza,480,50400,420677,2018,4,Medium,46567.2587
319,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ESPAÑA,Zaragoza,480,50400,439918,2018,4,Medium,46567.2587
320,Cabeza tractora Iveco Stralis AT440S48T/P,Iveco,ESPAÑA,Zaragoza,480,48000,404434,2018,4,Medium,46567.2587
321,Cabeza tractora Iveco Stralis AS 440 S 46 TP,Iveco,ESPAÑA,Zaragoza,460,46500,425358,2018,4,Medium,46567.2587
322,Cabeza tractora Iveco Stralis AS 440 S51 TP,Iveco,ESPAÑA,Zaragoza,510,49000,430118,2018,4,Medium,46567.2587
323,Cabeza tractora Mercedes Actros 1848,Mercedes,ESPAÑA,Alcasser / Valencia,480,64800,242771,2018,4,Medium,46567.2587
324,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,67700,471562,2018,4,Medium,46567.2587
325,Cabeza tractora productos peligrosos / ADR DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,74700,413326,2018,4,Medium,46567.2587
326,Cabeza tractora Iveco Stralis 440 S 46,Iveco,ESPAÑA,Villabona,460,59000,329827,2018,4,Medium,46567.2587
327,Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P,Iveco,ESPAÑA,Barcelona,460,59000,301505,2018,4,Medium,46567.2587
328,Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P,Iveco,ESPAÑA,Sada,460,59000,363898,2018,4,Medium,46567.2587
329,Cabeza tractora Iveco Stralis 440 S 48,Iveco,ESPAÑA,Madrid,480,60000,455572,2018,4,Medium,46567.2587
330,Cabeza tractora Iveco Stralis AS 440 S 48,Iveco,ESPAÑA,Madrid,480,58000,455572,2018,4,Medium,46567.2587
331,Cabeza tractora Iveco Stralis AS 440 S 46 TP,Iveco,ESPAÑA,Madrid,460,52000,479429,2018,4,Medium,46567.2587
332,Cabeza tractora Iveco Stralis AS 440 S 46 TP,Iveco,ESPAÑA,Valle De Trápaga,460,57000,415000,2018,4,Medium,46567.2587
333,Cabeza tractora Iveco Stralis AS440S48T/P,Iveco,ESPAÑA,Gijon,480,45500,600534,2018,4,Medium,46567.2587
334,Cabeza tractora Iveco Stralis AT440S46T/P,Iveco,ESPAÑA,Alcalá De Guadaira,460,57500,187623,2018,4,Medium,46567.2587
335,Cabeza tractora Renault T-Series,Renault,ESPAÑA,Zierbena,480,46500,541731,2018,4,Medium,46567.2587
336,Cabeza tractora Renault C-Series,Renault,ESPAÑA,Tárrega,440,62900,212102,2018,4,Medium,46567.2587
337,Cabeza tractora productos peligrosos / ADR Renault T-Series,Renault,ESPAÑA,Cuart De Poblet,520,59000,546500,2018,4,Medium,46567.2587
338,Cabeza tractora Scania R 450,Scania,ESPAÑA,Santa Fe,450,65000,795142,2018,4,Medium,46567.2587
339,Cabeza tractora Mercedes Actros 1843 LS,Mercedes,ESPAÑA,Santa Fe,430,54000,253300,2018,4,Medium,46567.2587
340,Cabeza tractora Mercedes Actros 1846 LS,Mercedes,ESPAÑA,Santa Fe,460,55000,504408,2018,4,Medium,46567.2587
341,Cabeza tractora Mercedes Actros 1846 LS,Mercedes,ESPAÑA,Santa Fe,460,55000,485489,2018,4,Medium,46567.2587
342,Cabeza tractora Renault T-Series 460,Renault,ESPAÑA,Alcasser / Valencia,460,43800,597214,2018,4,Medium,46567.2587
343,Cabeza tractora Renault T-Series 460,Renault,ESPAÑA,Alcasser / Valencia,460,45800,573141,2018,4,Medium,46567.2587
344,Cabeza tractora Renault T-Series 460,Renault,ESPAÑA,Alcasser / Valencia,460,43800,614254,2018,4,Medium,46567.2587
345,Cabeza tractora Renault T-High,Renault,ESPAÑA,Sevilla,520,52000,580845,2018,4,Medium,46567.2587
346,Cabeza tractora Renault T-High,Renault,ESPAÑA,Sevilla,520,50000,645413,2018,4,Medium,46567.2587
347,Cabeza tractora Scania S 450_HIGHCABINE_RETARDER_STAND- SKIRTS,Scania,ESPAÑA,Tarragona,450,69900,730000,2018,4,Medium,46567.2587
348,Cabeza tractora DAF XF 106,DAF,ESPAÑA,Alcasser / Valencia,480,49800,598574,2018,4,Medium,46567.2587
349,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,65700,276850,2018,4,Medium,46567.2587
350,Cabeza tractora Scania R 450,Scania,ESPAÑA,Vilablareix,450,65000,550000,2018,4,Medium,46567.2587
351,Cabeza tractora Iveco Stralis AS440S46T/P,Iveco,ESPAÑA,Ciudad Real,460,57000,423029,2018,4,Medium,46567.2587
352,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,64700,530814,2018,4,Medium,46567.2587
353,Cabeza tractora productos peligrosos / ADR DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,71200,430457,2018,4,Medium,46567.2587
354,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,55600,534500,2018,4,Medium,46567.2587
355,Cabeza tractora DAF XF 530,DAF,ESPAÑA,Santa Fe,530,68000,404292,2018,4,Medium,46567.2587
356,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Santa Fe,480,70000,427183,2018,4,Medium,46567.2587
357,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Santa Fe,480,70000,442044,2018,4,Medium,46567.2587
358,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Santa Fe,480,70000,396027,2018,4,Medium,46567.2587
359,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Santa Fe,480,70000,391423,2018,4,Medium,46567.2587
360,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Santa Fe,480,70000,417361,2018,4,Medium,46567.2587
361,Cabeza tractora Renault T520 High cab T520 HIGH SLEEPER CAB,Renault,ESPAÑA,Alcala De Guadaira,NA,47000,672600,2018,4,Medium,46567.2587
362,Cabeza tractora productos peligrosos / ADR DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,70200,450396,2018,4,Medium,46567.2587
363,Cabeza tractora DAF XF 530,DAF,ESPAÑA,San Fernando De Henares,NA,65200,455362,2018,4,Medium,46567.2587
364,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Valencia,482,49800,540997,2018,4,Medium,46567.2587
365,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,64500,470195,2018,4,Medium,46567.2587
366,Cabeza tractora MAN TGX 18.500 XXL,MAN,ESPAÑA,Alcasser / Valencia,500,45800,649845,2018,4,Medium,46567.2587
367,Cabeza tractora Renault T-Series 460,Renault,ESPAÑA,Alcasser / Valencia,460,47800,593063,2018,4,Medium,46567.2587
368,Cabeza tractora DAF XF 530,DAF,ESPAÑA,Alcasser / Valencia,530,58800,391381,2018,4,Medium,46567.2587
369,Cabeza tractora Iveco Stralis AS440S48TP HW EVO E6,Iveco,ESPAÑA,Ciudad Real,480,58000,422043,2018,4,Medium,46567.2587
370,Cabeza tractora Renault T-High,Renault,ESPAÑA,Cazalegas,520,50000,669600,2018,4,Medium,46567.2587
371,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,63800,572641,2018,4,Medium,46567.2587
372,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,60800,554612,2018,4,Medium,46567.2587
373,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,62000,569765,2018,4,Medium,46567.2587
374,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,62700,478603,2018,4,Medium,46567.2587
375,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,58400,665321,2018,4,Medium,46567.2587
376,Cabeza tractora Renault T-Series,Renault,ESPAÑA,Sevilla,480,53000,525986,2018,4,Medium,46567.2587
377,Cabeza tractora Renault T-High,Renault,ESPAÑA,Sevilla,520,52000,573859,2018,4,Medium,46567.2587
378,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,57500,704223,2018,4,Medium,46567.2587
379,Cabeza tractora Volvo FH13 500,Volvo,ESPAÑA,Valencia,500,57700,696323,2018,4,Medium,46567.2587
380,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,66400,528018,2018,4,Medium,46567.2587
381,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,67500,488398,2018,4,Medium,46567.2587
382,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,67300,489732,2018,4,Medium,46567.2587
383,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,68500,470873,2018,4,Medium,46567.2587
384,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,67400,396330,2018,4,Medium,46567.2587
385,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,66200,521430,2018,4,Medium,46567.2587
386,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,65700,294064,2018,4,Medium,46567.2587
387,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Alcasser / Valencia,480,49800,596574,2018,4,Medium,46567.2587
388,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,66000,466839,2018,4,Medium,46567.2587
389,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,482,64200,576859,2018,4,Medium,46567.2587
390,Cabeza tractora Renault T-High,Renault,ESPAÑA,Cazalegas,520,54000,545000,2018,4,Medium,46567.2587
391,Cabeza tractora Renault T-Series,Renault,ESPAÑA,Tárrega,460,50500,475235,2018,4,Medium,46567.2587
392,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,65700,394386,2018,4,Medium,46567.2587
393,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,64500,464268,2018,4,Medium,46567.2587
394,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,68200,443605,2018,4,Medium,46567.2587
395,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,66300,391926,2018,4,Medium,46567.2587
396,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,59500,516341,2018,4,Medium,46567.2587
397,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,66100,467031,2018,4,Medium,46567.2587
398,Cabeza tractora DAF XF 480,DAF,ESPAÑA,Valencia,482,51400,502792,2018,4,Medium,46567.2587
399,Cabeza tractora DAF XF 530,DAF,ESPAÑA,San Fernando De Henares,NA,59400,687093,2018,4,Medium,46567.2587
400,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,62000,498442,2018,4,Medium,46567.2587
401,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,64200,455331,2018,4,Medium,46567.2587
402,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,62000,450416,2018,4,Medium,46567.2587
403,Cabeza tractora DAF XF FT XF450,DAF,ESPAÑA,San Fernando De Henares,NA,66500,312594,2018,4,Medium,46567.2587
404,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,71400,424393,2018,4,Medium,46567.2587
405,Cabeza tractora Scania R 410,Scania,ESPAÑA,Santa Fe,430,54000,253300,2018,4,Medium,46567.2587
406,Cabeza tractora DAF XF 530,DAF,ESPAÑA,Santa Fe,530,68000,404292,2018,4,Medium,46567.2587
407,Cabeza tractora DAF Hydraulik XF 450 LOF,DAF,ESPAÑA,Llucmajor,451,49000,360000,2018,4,Medium,46567.2587
408,Cabeza tractora Renault T-High,Renault,ESPAÑA,Molina De Segura,520,47000,660000,2018,4,Medium,46567.2587
409,Cabeza tractora Renault T-High,Renault,ESPAÑA,Molina De Segura,520,47000,650700,2018,4,Medium,46567.2587
410,Cabeza tractora Renault T-Series,Renault,ESPAÑA,Molina De Segura,480,55000,525500,2018,4,Medium,46567.2587
411,Cabeza tractora DAF XF 480,DAF,ESPAÑA,San Fernando De Henares,NA,58800,473007,2018,4,Medium,46567.2587
