"","name","brand","country","city","power","price","km","year","stringAsFactors"
"440","Cabeza tractora Renault Premium 450 DXI","Renault","ESPAÑA","Vitoria Gasteis",450,7500,1300000,"2007",FALSE
"441","Cabeza tractora DAF XF95 530","DAF","ESPAÑA","Vitoria Gasteis",530,13000,1800000,"2005",FALSE
"442","Cabeza tractora Mercedes Actros 1845","Mercedes","ESPAÑA","Massanassa",450,43400,416500,"2016",FALSE
"443","Cabeza tractora productos peligrosos / ADR Renault T-Series 440","Renault","ESPAÑA","Massanassa",440,42300,403000,"2017",FALSE
"444","Cabeza tractora productos peligrosos / ADR Renault T-Series 440","Renault","ESPAÑA","Massanassa",460,36500,536700,"2016",FALSE
"445","Cabeza tractora rebajado Renault T-Series 460.18 DTI 11","Renault","ESPAÑA","Lucena",460,35000,703000,"2015",FALSE
"446","Cabeza tractora DAF XF105 510","DAF","ESPAÑA","Massanassa",510,39900,581000,"2016",FALSE
"447","Cabeza tractora DAF CF","DAF","ESPAÑA","Santa Fe",400,32000,774554,"2016",FALSE
"448","Cabeza tractora DAF CF FT 400","DAF","ESPAÑA","Santa Fe",400,30000,616968,"2016",FALSE
"449","Cabeza tractora DAF CF","DAF","ESPAÑA","Santa Fe",400,30000,693281,"2016",FALSE
"450","Cabeza tractora DAF CF FT 370","DAF","ESPAÑA","Santa Fe",370,30000,591381,"2016",FALSE
"451","Cabeza tractora DAF CF 460","DAF","ESPAÑA","Santa Fe",460,30500,819838,"2016",FALSE
"452","Cabeza tractora DAF XF 510","DAF","ESPAÑA","Santa Fe",510,37000,767987,"2016",FALSE
"453","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Santa Fe",460,34000,789363,"2016",FALSE
"454","Cabeza tractora DAF XF 460 SSC","DAF","ESPAÑA","Santa Fe",460,58500,505894,"2016",FALSE
"455","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Santa Fe",460,40000,636695,"2016",FALSE
"456","Cabeza tractora DAF XF 440","DAF","ESPAÑA","Santa Fe",440,43000,530649,"2017",FALSE
"457","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,51000,559785,"2017",FALSE
"458","Cabeza tractora DAF XF 530","DAF","ESPAÑA","Santa Fe",530,68000,404292,"2018",FALSE
"459","Cabeza tractora DAF XF 530","DAF","ESPAÑA","Santa Fe",530,NA,509107,"2018",FALSE
"460","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,427183,"2018",FALSE
"461","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,442044,"2018",FALSE
"462","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,396027,"2018",FALSE
"463","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,391423,"2018",FALSE
"464","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,417361,"2018",FALSE
"465","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,413392,"2019",FALSE
"466","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Santa Fe",480,70000,434485,"2019",FALSE
"467","Cabeza tractora Volvo FH 500 Globetrotter XL","Volvo","ESPAÑA","Massanassa",500,NA,1,"2017",FALSE
"468","Cabeza tractora Renault T520 High cab T520 HIGH SLEEPER CAB","Renault","ESPAÑA","Alcala De Guadaira",NA,47000,672600,"2018",FALSE
"469","Cabeza tractora productos peligrosos / ADR Scania P 450","Scania","ESPAÑA","Sant Celoni",450,26800,622000,"2015",FALSE
"470","Cabeza tractora Volvo FH 460","Volvo","ESPAÑA","Vigo",460,20000,1560782,"2010",FALSE
"471","Cabeza tractora DAF XF530 4x2 Tractor unit","DAF","ESPAÑA","Amposta",530,92110,399535,"2019",FALSE
"472","Cabeza tractora DAF XF480 4x2 Tractor unit (6 unit available)","DAF","ESPAÑA","Amposta",480,74000,372088,"2019",FALSE
"473","Cabeza tractora Mercedes SK 1850","Mercedes","ESPAÑA","Sunbilla",500,12500,351000,"1995",FALSE
"474","Cabeza tractora Iveco","Iveco","ESPAÑA","Castellon",510,NA,1,"2012",FALSE
"475","Cabeza tractora Renault Gamme T 460","Renault","ESPAÑA","Los Palacios Y Villafran",469,33500,503184,"2016",FALSE
"476","Cabeza tractora Iveco Stralis 440 S 46","Iveco","ESPAÑA","Madrid",460,48000,537736,"2017",FALSE
"477","Cabeza tractora Mercedes Actros","Mercedes","ESPAÑA","Madrid",NA,69000,330401,"2017",FALSE
"478","Cabeza tractora Iveco Stralis AS440S48TOP HW EVO E6","Iveco","ESPAÑA","Ciudad Real",480,51500,453346,"2017",FALSE
"479","Cabeza tractora Iveco Stralis AS440S46 T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",460,39500,458232,"2016",FALSE
"480","Cabeza tractora Iveco Stralis AS440S51 TP EVO","Iveco","ESPAÑA","Ciudad Real",510,48500,563740,"2017",FALSE
"481","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,49300,661711,"2017",FALSE
"482","Cabeza tractora Scania R","Scania","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"483","Cabeza tractora MAN TGX","MAN","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"484","Cabeza tractora productos peligrosos / ADR DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,70200,450396,"2018",FALSE
"485","Cabeza tractora Mercedes Actros","Mercedes","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"486","Cabeza tractora DAF XF 530","DAF","ESPAÑA","San Fernando De Henares",NA,65200,455362,"2018",FALSE
"487","Cabeza tractora Volvo FH13 460","Volvo","ESPAÑA","Fuente El Saz De Jarama",460,119000,95000,"2021",FALSE
"488","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Valencia",482,49800,540997,"2018",FALSE
"489","Cabeza tractora Mercedes Actros 1845","Mercedes","ESPAÑA","Valencia",448,93200,168479,"2021",FALSE
"490","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Valencia",482,75200,435658,"2019",FALSE
"491","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Valencia",482,75000,440066,"2019",FALSE
"492","Cabeza tractora Volvo FMX 13.460","Volvo","ESPAÑA","Massanassa",460,36600,516000,"2014",FALSE
"493","Cabeza tractora Iveco CABEZA TRACTORA GRUA IVECO 440 HIAB 245 E-6 + 2","Iveco","ESPAÑA","Valladolid",NA,64500,412000,"2006",FALSE
"494","Cabeza tractora Iveco AS440S42TP Hi Way AUT INT","Iveco","ESPAÑA","Teruel",NA,29500,544214,"2016",FALSE
"495","Cabeza tractora Iveco AS440S46TP Hi Way Euro6 AUT INT","Iveco","ESPAÑA","Teruel",NA,40000,461606,"2017",FALSE
"496","Cabeza tractora Iveco AS440S46TP Hi Way Euro6 AUT INT","Iveco","ESPAÑA","Teruel",NA,34500,595335,"2016",FALSE
"497","Cabeza tractora MAN TGA 18.480 XLX","MAN","ESPAÑA","Els Hostalets De Pierola",480,9500,1369004,"2007",FALSE
"498","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",480,51500,423549,"2017",FALSE
"499","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Molina De Segura",480,51500,483638,"2017",FALSE
"500","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,64500,470195,"2018",FALSE
"501","Cabeza tractora MAN TGX 18.500 XXL","MAN","ESPAÑA","Alcasser / Valencia",500,45800,649845,"2018",FALSE
"502","Cabeza tractora Iveco Stralis AT 460","Iveco","ESPAÑA","Alcasser / Valencia",460,31800,299864,"2016",FALSE
"503","Cabeza tractora Iveco Stralis AS 440","Iveco","ESPAÑA","Alcasser / Valencia",400,29800,481212,"2017",FALSE
"504","Cabeza tractora Scania P 410 / Retarder / Hydraulik / ACC / LDW/Navi","Scania","ESPAÑA","Alcasser / Valencia",411,35800,525128,"2016",FALSE
"505","Cabeza tractora Scania","Scania","ESPAÑA","Alcasser / Valencia",410,35800,539610,"2016",FALSE
"506","Cabeza tractora Mercedes Actros 1845","Mercedes","ESPAÑA","Alcasser / Valencia",450,29800,847315,"2015",FALSE
"507","Cabeza tractora Mercedes Actros 1851","Mercedes","ESPAÑA","Alcasser / Valencia",510,31800,765197,"2014",FALSE
"508","Cabeza tractora Volvo FM 460 / E6 / Hydraulik / LDW / Liege","Volvo","ESPAÑA","Alcasser / Valencia",460,34800,699826,"2016",FALSE
"509","Cabeza tractora Renault T-Series 460","Renault","ESPAÑA","Alcasser / Valencia",460,47800,593063,"2018",FALSE
"510","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,39000,523171,"2016",FALSE
"511","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Fuente El Saz De Jarama",460,15300,1080000,"2012",FALSE
"512","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Fuente El Saz De Jarama",460,15000,1424965,"2012",FALSE
"513","Cabeza tractora DAF XF105 510","DAF","ESPAÑA","Fuente El Saz De Jarama",510,16000,1217000,"2013",FALSE
"514","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Fuente El Saz De Jarama",460,19000,823161,"2013",FALSE
"515","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Molina De Segura",460,32500,7e+05,"2016",FALSE
"516","Cabeza tractora Volvo FH 500 Globetrotter XL","Volvo","ESPAÑA","Sils",500,42500,1227012,"2016",FALSE
"517","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S51T/P","Iveco","ESPAÑA","Barcelona",510,58500,123654,"2017",FALSE
"518","Cabeza tractora DAF XF 530","DAF","ESPAÑA","Fuente El Saz De Jarama",NA,98000,15500,"2021",FALSE
"519","Cabeza tractora Renault T520 High cab T520 HIGH SLEEPER CAB","Renault","ESPAÑA","Alcala De Guadaira",NA,35000,701276,"2016",FALSE
"520","Cabeza tractora Renault C430","Renault","ESPAÑA","Alcala De Guadaira",NA,37000,649600,"2017",FALSE
"521","Cabeza tractora Volvo FM 450","Volvo","ESPAÑA","Nava De Campaña (Hellin)",NA,37000,747000,"2017",FALSE
"522","Cabeza tractora Volvo FM 450","Volvo","ESPAÑA","Nava De Campaña (Hellin)",NA,37000,674000,"2017",FALSE
"523","Cabeza tractora Iveco STRALIS 480","Iveco","ESPAÑA","Benavente",NA,NA,NA,"2011",FALSE
"524","Cabeza tractora Volvo FM 410","Volvo","ESPAÑA","Bizkaia",410,NA,556000,"2013",FALSE
"525","Cabeza tractora Volvo FH13","Volvo","ESPAÑA","Seseña Nuevo",NA,NA,1435054,"2009",FALSE
"526","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Madrid",460,48000,587310,"2017",FALSE
"527","Cabeza tractora Iveco AS440S46TP Hi Way Euro6 AUT INT","Iveco","ESPAÑA","Teruel",NA,33500,599668,"2016",FALSE
"528","Cabeza tractora Iveco AS440S48TP Hi Way Euro6 AUT INT","Iveco","ESPAÑA","Teruel",NA,33500,588129,"2016",FALSE
"529","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Gijon",460,48000,532100,"2017",FALSE
"530","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Almazora",460,50500,325868,"2017",FALSE
"531","Cabeza tractora Scania R 480","Scania","ESPAÑA","Castellon",480,NA,1366199,"2008",FALSE
"532","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Ciudad Real",480,34500,606013,"2016",FALSE
"533","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,39500,402292,"2016",FALSE
"534","Cabeza tractora DAF XF 530","DAF","ESPAÑA","Alcasser / Valencia",530,58800,391381,"2018",FALSE
"535","Cabeza tractora Iveco AS440S46TP Hi Way","Iveco","ESPAÑA","Teruel",NA,28500,530474,"2015",FALSE
"536","Cabeza tractora Iveco Stralis AS440S46TP HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",460,42500,257160,"2016",FALSE
"537","Cabeza tractora Iveco Stralis AS440S48TP HW EVO E6","Iveco","ESPAÑA","Ciudad Real",480,58000,422043,"2018",FALSE
"538","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,52000,610900,"2017",FALSE
"539","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,50000,669600,"2018",FALSE
"540","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Lleida",460,24800,905000,"2014",FALSE
"541","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Valladolid",460,28000,625000,"2015",FALSE
"542","Cabeza tractora Iveco AT440S46T/P Hi Road EVO AUT INT","Iveco","ESPAÑA","Teruel",NA,31000,626890,"2017",FALSE
"543","Cabeza tractora Iveco Stralis AS440S48T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",480,40000,533484,"2016",FALSE
"544","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,63800,572641,"2018",FALSE
"545","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,60800,554612,"2018",FALSE
"546","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,62000,569765,"2018",FALSE
"547","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Santa Fe",450,37000,736132,"2015",FALSE
"548","Cabeza tractora Mercedes Actros 1842 LS","Mercedes","ESPAÑA","Santa Fe",420,37000,590361,"2016",FALSE
"549","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,62700,478603,"2018",FALSE
"550","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,58400,665321,"2018",FALSE
"551","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Sevilla",460,26000,876413,"2014",FALSE
"552","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Sevilla",480,53000,525986,"2018",FALSE
"553","Cabeza tractora Renault T-High","Renault","ESPAÑA","Sevilla",520,52000,573859,"2018",FALSE
"554","Cabeza tractora Iveco Stralis AS440S48T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",480,40000,527856,"2016",FALSE
"555","Cabeza tractora Iveco Stralis AS440S46TP E6 AUT INT","Iveco","ESPAÑA","Ciudad Real",460,40500,342128,"2016",FALSE
"556","Cabeza tractora Iveco AS440S46TP Hi Way AUT INT","Iveco","ESPAÑA","Teruel",NA,29900,570105,"2015",FALSE
"557","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Alcala De Guadaira",450,49900,467000,"2017",FALSE
"558","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Alcala De Guadaira",450,46000,487000,"2016",FALSE
"559","Cabeza tractora Renault T-High 520 T4X2 E6","Renault","ESPAÑA","Santa Cruz De Mudela",520,38000,920000,"2022",FALSE
"560","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,49800,792036,"2017",FALSE
"561","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,50700,747272,"2017",FALSE
"562","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,57500,704223,"2018",FALSE
"563","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,57700,696323,"2018",FALSE
"564","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,50900,735194,"2017",FALSE
"565","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,51000,760577,"2017",FALSE
"566","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,51700,725808,"2017",FALSE
"567","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,51600,730523,"2017",FALSE
"568","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,51700,728095,"2017",FALSE
"569","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,50500,787278,"2017",FALSE
"570","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,50700,777551,"2017",FALSE
"571","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,51500,735455,"2017",FALSE
"572","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,52400,691480,"2017",FALSE
"573","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,53300,643913,"2017",FALSE
"574","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Valencia",500,50900,763615,"2017",FALSE
"575","Cabeza tractora Scania R 450","Scania","ESPAÑA","Villarrobledo (Ab)",NA,46000,633000,"2017",FALSE
"576","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,66400,528018,"2018",FALSE
"577","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,67500,488398,"2018",FALSE
"578","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,69600,327487,"2019",FALSE
"579","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,62400,496655,"2019",FALSE
"580","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,67300,489732,"2018",FALSE
"581","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,63300,530258,"2019",FALSE
"582","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,68500,470873,"2018",FALSE
"583","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,67400,396330,"2018",FALSE
"584","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,62500,548698,"2019",FALSE
"585","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,66200,521430,"2018",FALSE
"586","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,65700,294064,"2018",FALSE
"587","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,68900,433635,"2019",FALSE
"588","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,69300,294287,"2019",FALSE
"589","Cabeza tractora Iveco Stralis AS440S48TP HW EVO E6","Iveco","ESPAÑA","Ciudad Real",480,51500,444807,"2017",FALSE
"590","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Ciudad Real",480,35500,682721,"2016",FALSE
"591","Cabeza tractora DAF Non spécifié","DAF","ESPAÑA","Castellon",NA,NA,1e+06,"2012",FALSE
"592","Cabeza tractora Iveco Stralis 480 X-WAY","Iveco","ESPAÑA","Alcala De Guadaira",480,NA,350,"2022",FALSE
"593","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Alcasser / Valencia",480,49800,596574,"2018",FALSE
"594","Cabeza tractora Renault","Renault","ESPAÑA","Palma De Mallorca",NA,50820,NA,NA,FALSE
"595","Cabeza tractora Renault T-High 520 T4X2 E6","Est","ESPAÑA","Lucena",520,63000,493500,"2019",FALSE
"596","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Valencia",482,74200,457950,"2019",FALSE
"597","Cabeza tractora Mercedes Actros 1845","Mercedes","ESPAÑA","Valencia",450,67500,373671,"2019",FALSE
"598","Cabeza tractora Scania R 440","Scania","ESPAÑA","Alcala De Guadaira",NA,13000,1121756,"2012",FALSE
"599","Cabeza tractora Renault Premium 420 DCI","Renault","ESPAÑA","Alcala De Guadaira",NA,7500,1189850,"2001",FALSE
"600","Cabeza tractora Renault T-High 520 T4X2 E6","Renault","ESPAÑA","Santa Cruz De Mudela",520,42000,717300,"2016",FALSE
"601","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",460,48000,531240,"2017",FALSE
"602","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,66000,466839,"2018",FALSE
"603","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,60600,587159,"2017",FALSE
"604","Cabeza tractora Iveco Stralis","Iveco","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"605","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,64200,576859,"2018",FALSE
"606","Cabeza tractora Scania R","Scania","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"607","Cabeza tractora Renault Premium 460","Renault","ESPAÑA","Sentmenat",460,17000,1100000,"2011",FALSE
"608","Cabeza tractora DAF XF 106 460 SC","DAF","ESPAÑA","Sentmenat",460,18000,1100000,"2020",FALSE
"609","Cabeza tractora Iveco AS440S46T/P HW EVO AUT INT E6","Iveco","ESPAÑA","Teruel",NA,47900,430607,"2017",FALSE
"610","Cabeza tractora Iveco Stralis 440 S 46","Est","ESPAÑA","Quart De Poblet",460,25500,646300,"2015",FALSE
"611","Cabeza tractora Iveco Stralis AS 440 S 50 TP","Est","ESPAÑA","Quart De Poblet",500,38500,450000,"2016",FALSE
"612","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Est","ESPAÑA","Quart De Poblet",480,37000,385000,"2016",FALSE
"613","Cabeza tractora Scania G 340","Scania","ESPAÑA","Imarcoain",340,NA,354540,"2016",FALSE
"614","Cabeza tractora Iveco Stralis AS440S48 T/P","Iveco","ESPAÑA","Alcala De Guadaira",NA,39900,296130,"2016",FALSE
"615","Cabeza tractora Renault T-High","Renault","ESPAÑA","Molina De Segura",520,33500,722300,"2015",FALSE
"616","Cabeza tractora Renault T-High","Renault","ESPAÑA","Molina De Segura",520,53000,608500,"2017",FALSE
"617","Cabeza tractora Renault Magnum 480","Renault","ESPAÑA","Paiporta",480,14800,1275000,"2011",FALSE
"618","Cabeza tractora Iveco Stralis AT 440 S 33 TP CNG","Iveco","ESPAÑA","Sant Celoni",330,15800,652000,"2014",FALSE
"619","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,52000,587200,"2017",FALSE
"620","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,54000,545000,"2018",FALSE
"621","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,52000,600600,"2017",FALSE
"622","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,50000,654000,"2017",FALSE
"623","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Tárrega",460,50500,475235,"2018",FALSE
"624","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,65700,394386,"2018",FALSE
"625","Cabeza tractora Renault T","Renault","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"626","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,64500,464268,"2018",FALSE
"627","Cabeza tractora Renault T 520","Renault","ESPAÑA","Abarán",520,NA,684000,NA,FALSE
"628","Cabeza tractora Mercedes ACTROS 1851","Mercedes","ESPAÑA","Abarán",510,NA,841000,NA,FALSE
"629","Cabeza tractora Renault T 460 COMFORT","Renault","ESPAÑA","Abarán",460,NA,773000,NA,FALSE
"630","Cabeza tractora Renault T 460 COMFORT","Renault","ESPAÑA","Abarán",460,NA,852000,NA,FALSE
"631","Cabeza tractora Renault T 460 COMFORT","Renault","ESPAÑA","Abarán",460,NA,773000,NA,FALSE
"632","Cabeza tractora Renault T 460 COMFORT","Renault","ESPAÑA","Abarán",460,NA,852000,NA,FALSE
"633","Cabeza tractora Renault T 480 COMFORT","Renault","ESPAÑA","Abarán",480,NA,878000,NA,FALSE
"634","Cabeza tractora Mercedes ACTROS 1848","Mercedes","ESPAÑA","Abarán",480,NA,726000,NA,FALSE
"635","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Valladolid",460,13000,915000,"2012",FALSE
"636","Cabeza tractora Iveco Stralis AS 440 S 56 TP","Iveco","ESPAÑA","Valladolid",560,26000,752000,"2015",FALSE
"637","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Alicante",460,NA,510000,"2016",FALSE
"638","Cabeza tractora MAN TGX 18.460","MAN","ESPAÑA","Alicante",460,NA,425000,"2018",FALSE
"639","Cabeza tractora Renault T-Series 460 T4X2 E6","Renault","ESPAÑA","Molina De Segura",460,28900,7e+05,"2016",FALSE
"640","Cabeza tractora Renault T-Series 480 T4X2 E6","Renault","ESPAÑA","Molina De Segura",480,31900,650000,"2015",FALSE
"641","Cabeza tractora Renault T-Series 460 T4X2 E6","Renault","ESPAÑA","Molina De Segura",460,35900,5e+05,"2016",FALSE
"642","Cabeza tractora Scania R 420","Scania","ESPAÑA","Molina De Segura",420,8900,1,"2006",FALSE
"643","Cabeza tractora Renault D-Series 380.19 DTI 11","Renault","ESPAÑA","Molina De Segura",430,28900,5e+05,"2017",FALSE
"644","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Molina De Segura",460,33500,750000,"2016",FALSE
"645","Cabeza tractora Renault C-Series 480.19 DTI 13","Renault","ESPAÑA","Molina De Segura",480,34900,5e+05,"2016",FALSE
"646","Cabeza tractora DAF XF 480","DAF","ESPAÑA","Valencia",482,74100,459550,"2019",FALSE
"647","Cabeza tractora Volvo FH13 540","Volvo","ESPAÑA","Valencia",550,64300,655676,"2017",FALSE
"648","Cabeza tractora Mercedes Arocs 1843","Mercedes","ESPAÑA","Aguadulce",430,30999,480000,"2016",FALSE
"649","Cabeza tractora Volvo FH 460","Volvo","ESPAÑA","Fuente El Saz De Jarama",460,89000,435517,"2019",FALSE
"650","Cabeza tractora Volvo FH 500","Volvo","ESPAÑA","Fuente El Saz De Jarama",500,48000,771000,"2017",FALSE
"651","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Sant Celoni",450,21500,1186000,"2014",FALSE
"652","Cabeza tractora Iveco AS440S46TP Hi Way Euro6 AUT INT","Iveco","ESPAÑA","Teruel",NA,34500,527662,"2016",FALSE
"653","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,68200,443605,"2018",FALSE
"654","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,59000,608630,"2017",FALSE
"655","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,66300,391926,"2018",FALSE
"656","Cabeza tractora Iveco Stralis AS 440 S 48","Iveco","ESPAÑA","Molina De Segura",480,51500,423488,"2017",FALSE
"657","Cabeza tractora Iveco Stralis AS440S46T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",460,39500,429508,"2016",FALSE
"658","Cabeza tractora MAN TGX","MAN","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"659","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,59500,516341,"2018",FALSE
"660","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,66100,467031,"2018",FALSE
"661","Cabeza tractora Renault Magnum 440 DXI","Renault","ESPAÑA","Els Hostalets De Pierola",440,8500,1256598,"2006",FALSE
"662","Cabeza tractora Mercedes Arocs","Mercedes","ESPAÑA","Carmona",510,NA,415000,"2014",FALSE
"663","Cabeza tractora Renault T-Series 480","Renault","ESPAÑA","Massanassa",480,35900,566700,"2015",FALSE
"664","Cabeza tractora Renault T-High 520 T4X2 E6","Renault","ESPAÑA","Massanassa",520,49900,482000,"2017",FALSE
"665","Cabeza tractora Volvo FH 460","Volvo","ESPAÑA","Massanassa",460,49900,409000,"2017",FALSE
