"","name","brand","country","city","power","price","km","year","stringAsFactors"
"218","Cabeza tractora Iveco Stralis AT 440 S 46 TP","Est","ESPAÑA","Telde",460,37000,573668,"2016",FALSE
"219","Cabeza tractora Iveco Stralis AT 440 S 46 TP","Est","ESPAÑA","Telde",460,37000,601506,"2016",FALSE
"220","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Telde",460,33058,450000,"2016",FALSE
"221","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Telde",460,33058,450000,"2016",FALSE
"222","Cabeza tractora productos peligrosos / ADR Iveco Stralis AT440S46T/P","Iveco","ESPAÑA","Telde",460,34298,494084,"2016",FALSE
"223","Cabeza tractora Mercedes Actros 1848","Mercedes","ESPAÑA","Alcasser / Valencia",480,30800,741572,"2016",FALSE
"224","Cabeza tractora Mercedes Actros 1848","Mercedes","ESPAÑA","Alcasser / Valencia",480,64800,242771,"2018",FALSE
"225","Cabeza tractora Scania P 410","Scania","ESPAÑA","Alcasser / Valencia",410,42800,382611,"2016",FALSE
"226","Cabeza tractora Iveco AT 460 EURO 6 ZF-Intarder / ACC / LDW","Iveco","ESPAÑA","Alcasser / Valencia",460,31800,299864,"2016",FALSE
"227","Cabeza tractora Iveco Stralis","Iveco","ESPAÑA","San Fernando De Henares",NA,99,999,"2017",FALSE
"228","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,67700,471562,"2018",FALSE
"229","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,67400,388273,"2019",FALSE
"230","Cabeza tractora productos peligrosos / ADR DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,74700,413326,"2018",FALSE
"231","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Amorebieta",460,29000,560000,"2013",FALSE
"232","Cabeza tractora Mercedes Actros 1840 LS","Mercedes","ESPAÑA","Amorebieta",400,31800,620000,"2015",FALSE
"233","Cabeza tractora Volvo FH 500 Globetrotter","Volvo","ESPAÑA","Amorebieta",500,41600,580000,"2014",FALSE
"234","Cabeza tractora Renault","Renault","ESPAÑA","Palma De Mallorca",NA,12100,NA,NA,FALSE
"235","Cabeza tractora Scania R R450_NEW TYRES_NEW FACE_STANCLIMA","Scania","ESPAÑA","Tarragona",450,52000,785000,"2017",FALSE
"236","Cabeza tractora Iveco Stralis AS440S46TP- CNG","Iveco","ESPAÑA","Tarragona",460,19750,5e+05,"2018",FALSE
"237","Cabeza tractora Iveco Stralis AS440S50T/P","Iveco","ESPAÑA","Onzonilla",499,34298,496500,"2016",FALSE
"238","Cabeza tractora Iveco Stralis AS 440 S51 TP","Iveco","ESPAÑA","La Cañada De San Urbano",480,36000,535012,"2016",FALSE
"239","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Iveco","ESPAÑA","La Cañada De San Urbano",480,35000,657061,"2017",FALSE
"240","Cabeza tractora Iveco Stralis AS 440 S51 TP","Iveco","ESPAÑA","La Cañada De San Urbano",510,NA,492103,"2018",FALSE
"241","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Iveco","ESPAÑA","La Cañada De San Urbano",480,35000,688643,"2017",FALSE
"242","Cabeza tractora Iveco Stralis AS440S50T/P","Iveco","ESPAÑA","Almazora",499,52500,395962,"2017",FALSE
"243","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Almazora",480,53500,380446,"2017",FALSE
"244","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Almazora",460,50500,445886,"2017",FALSE
"245","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Almazora",460,50500,337390,"2017",FALSE
"246","Cabeza tractora Renault Premium 450 DXI","Renault","ESPAÑA","Cazalegas",450,19000,999999,"2010",FALSE
"247","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,40500,390993,"2016",FALSE
"248","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Ciudad Real",480,39000,550025,"2016",FALSE
"249","Cabeza tractora Iveco Stralis 440 S 46","Iveco","ESPAÑA","Villabona",460,40500,380443,"2016",FALSE
"250","Cabeza tractora Iveco Stralis 440 S 46","Iveco","ESPAÑA","Villabona",460,59000,329827,"2018",FALSE
"251","Cabeza tractora Iveco Stralis","Iveco","ESPAÑA","Molina De Segura",460,50500,459142,"2017",FALSE
"252","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Barcelona",460,39500,406010,"2016",FALSE
"253","Cabeza tractora Iveco Stralis AT440S46T/P","Iveco","ESPAÑA","Barcelona",460,56000,104721,"2017",FALSE
"254","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Barcelona",460,59000,301505,"2018",FALSE
"255","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Barcelona",460,50500,450000,"2017",FALSE
"256","Cabeza tractora Renault","Renault","ESPAÑA","Getafe",430,45500,470043,"2016",FALSE
"257","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Sada",480,43500,674869,"2017",FALSE
"258","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Sada",460,59000,363898,"2018",FALSE
"259","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Sada",460,32500,736977,"2016",FALSE
"260","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Sada",480,43500,667019,"2017",FALSE
"261","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Sada",480,43500,686708,"2017",FALSE
"262","Cabeza tractora Renault Midlum","Renault","ESPAÑA","Madrid",NA,33600,404680,"2010",FALSE
"263","Cabeza tractora Iveco Stralis 440 S 48","Iveco","ESPAÑA","Madrid",480,60000,455572,"2018",FALSE
"264","Cabeza tractora Iveco Stralis AS 440 S 48","Iveco","ESPAÑA","Madrid",480,58000,455572,"2018",FALSE
"265","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Madrid",460,52000,479429,"2018",FALSE
"266","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Madrid",136,56000,306566,"2017",FALSE
"267","Cabeza tractora Iveco Stralis AT 440 S 46","Iveco","ESPAÑA","Quart De Poblet",460,NA,345032,"2017",FALSE
"268","Cabeza tractora Iveco Stralis AS 440 S 48 TXP","Iveco","ESPAÑA","Quart De Poblet",480,NA,585637,"2016",FALSE
"269","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Iveco","ESPAÑA","Quart De Poblet",480,NA,341192,"2019",FALSE
"270","Cabeza tractora Iveco Stralis 430","Iveco","ESPAÑA","Quart De Poblet",430,NA,22,"2022",FALSE
"271","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Coslada",460,52500,333758,"2017",FALSE
"272","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Valle De Trápaga",460,57000,415000,"2018",FALSE
"273","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Valle De Trápaga",460,48000,548369,"2017",FALSE
"274","Cabeza tractora Iveco Stralis AS440S46T/P HW AUT INTARDER","Iveco","ESPAÑA","Cordovilla",460,32500,732611,"2016",FALSE
"275","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Hospitalet De Llobregat,",460,40082,654032,"2016",FALSE
"276","Cabeza tractora Volvo FM 340","Volvo","ESPAÑA","Castellon",340,NA,574000,"2008",FALSE
"277","Cabeza tractora Iveco Stralis AS 440 S 48 TP","Iveco","ESPAÑA","Alicante",480,NA,614054,"2018",FALSE
"278","Cabeza tractora Iveco Stralis 440 S 48","Iveco","ESPAÑA","Alicante",480,NA,614054,"2018",FALSE
"279","Cabeza tractora Iveco Stralis AS 440 S 48","Iveco","ESPAÑA","Alicante",480,NA,574016,"2016",FALSE
"280","Cabeza tractora Iveco Stralis AT 440 S 46 TP","Iveco","ESPAÑA","Alicante",460,NA,148831,"2017",FALSE
"281","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Gijon",480,40500,481859,"2016",FALSE
"282","Cabeza tractora Iveco Stralis AT440S46T/P","Iveco","ESPAÑA","Gijon",460,42500,455793,"2017",FALSE
"283","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Gijon",460,43500,609730,"2017",FALSE
"284","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Gijon",480,45500,600534,"2018",FALSE
"285","Cabeza tractora Iveco AS440S46TP Hi Way AUT","Iveco","ESPAÑA","Teruel",NA,29900,540795,"2015",FALSE
"286","Cabeza tractora Iveco AS440S46TP Hi Way AUT INT","Iveco","ESPAÑA","Teruel",NA,18500,953689,"2015",FALSE
"287","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Alcalá De Guadaira",480,49000,537854,"2017",FALSE
"288","Cabeza tractora Iveco Stralis AS440S45T/P","Iveco","ESPAÑA","Alcalá De Guadaira",500,36400,552337,"2015",FALSE
"289","Cabeza tractora Iveco Stralis AT440S46T/P","Iveco","ESPAÑA","Alcalá De Guadaira",460,57500,187623,"2018",FALSE
"290","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Alcalá De Guadaira",480,49000,588374,"2017",FALSE
"291","Cabeza tractora Renault T-Series 460","Renault","ESPAÑA","Alcala De Guadaira",460,35900,497000,"2015",FALSE
"292","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Gamarra",460,NA,904000,"2007",FALSE
"293","Cabeza tractora Volvo FH 500 Globetrotter XL","Volvo","ESPAÑA","Tarragona",500,47750,650000,"2017",FALSE
"294","Cabeza tractora Scania G 410","Scania","ESPAÑA","Tarragona",410,13750,850000,"2015",FALSE
"295","Cabeza tractora Volvo FH 500 Globetrotter XL","Volvo","ESPAÑA","Tarragona",500,47750,650000,"2017",FALSE
"296","Cabeza tractora Scania G 410","Scania","ESPAÑA","Tarragona",410,13750,850000,"2015",FALSE
"297","Cabeza tractora Iveco Stralis AS440S51T/P","Iveco","ESPAÑA","Alcalá De Guadaira",510,52500,586877,"2017",FALSE
"298","Cabeza tractora Renault Premium 420 DCI","Renault","ESPAÑA","Els Hostalets De Pierola",420,6500,596727,"2001",FALSE
"299","Cabeza tractora Renault Magnum 480","Renault","ESPAÑA","Els Hostalets De Pierola",480,8500,1178366,"2006",FALSE
"300","Cabeza tractora MAN TGX 18.480 XLX","MAN","ESPAÑA","Els Hostalets De Pierola",480,12500,1045670,"2008",FALSE
"301","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Zierbena",460,46900,350145,"2017",FALSE
"302","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Zierbena",480,46500,541731,"2018",FALSE
"303","Cabeza tractora productos peligrosos / ADR Renault T-Series","Renault","ESPAÑA","Zierbena",440,94460,33733,"2021",FALSE
"304","Cabeza tractora Mercedes Actros 1843 LS","Mercedes","ESPAÑA","Alcala De Guadaira",430,45000,385000,"2016",FALSE
"305","Cabeza tractora Renault T-Series 480.18 DTI 13","Renault","ESPAÑA","Lugo",480,NA,423000,"2019",FALSE
"306","Cabeza tractora Renault T-Series 480.18 DTI 13","Renault","ESPAÑA","Lugo",480,NA,697000,"2015",FALSE
"307","Cabeza tractora Scania R 420","Scania","ESPAÑA","Lugo",420,NA,823000,"2008",FALSE
"308","Cabeza tractora Renault Premium 430 DXI","Renault","ESPAÑA","Cazalegas",430,23000,811000,"2011",FALSE
"309","Cabeza tractora Renault T-High","Renault","ESPAÑA","La Muela",520,56000,578000,"2017",FALSE
"310","Cabeza tractora Renault T-High","Renault","ESPAÑA","La Muela",520,56000,623097,"2017",FALSE
"311","Cabeza tractora Renault T-High","Renault","ESPAÑA","Tárrega",520,53000,636110,"2017",FALSE
"312","Cabeza tractora Renault C-Series","Renault","ESPAÑA","Tárrega",440,62900,212102,"2018",FALSE
"313","Cabeza tractora MAN 18.480","MAN","ESPAÑA","Madrid",NA,25800,421717,"2015",FALSE
"314","Cabeza tractora Mercedes Actros","Mercedes","ESPAÑA","Madrid",NA,25800,394050,"2015",FALSE
"315","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",460,48000,558324,"2017",FALSE
"316","Cabeza tractora productos peligrosos / ADR Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",460,39000,598732,"2016",FALSE
"317","Cabeza tractora productos peligrosos / ADR Renault T-Series","Renault","ESPAÑA","Cuart De Poblet",520,59000,546500,"2018",FALSE
"318","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,40500,385228,"2016",FALSE
"319","Cabeza tractora Iveco Stralis AS440S46T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",460,39500,456786,"2016",FALSE
"320","Cabeza tractora Iveco Stralis AS440S46T/P HW AUT INT E6","Iveco","ESPAÑA","Ciudad Real",460,39500,412722,"2016",FALSE
"321","Cabeza tractora Iveco AS440S46TP Hi Way AUT INT","Iveco","ESPAÑA","Teruel",NA,29900,571306,"2015",FALSE
"322","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Santa Fe",460,34000,789363,"2016",FALSE
"323","Cabeza tractora DAF XF 460 SSC","DAF","ESPAÑA","Santa Fe",460,58500,505894,"2016",FALSE
"324","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Santa Fe",460,40000,636695,"2016",FALSE
"325","Cabeza tractora DAF XF 440","DAF","ESPAÑA","Santa Fe",440,43000,530649,"2017",FALSE
"326","Cabeza tractora Scania R 450","Scania","ESPAÑA","Santa Fe",450,58000,863251,"2017",FALSE
"327","Cabeza tractora Scania R 450","Scania","ESPAÑA","Santa Fe",450,58000,861265,"2017",FALSE
"328","Cabeza tractora Scania R 450","Scania","ESPAÑA","Santa Fe",450,65000,795142,"2018",FALSE
"329","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Santa Fe",450,23000,1024661,"2014",FALSE
"330","Cabeza tractora Mercedes Actros 1845 LS","Mercedes","ESPAÑA","Santa Fe",450,37000,736132,"2015",FALSE
"331","Cabeza tractora Mercedes","Mercedes","ESPAÑA","Santa Fe",400,34500,695786,"2016",FALSE
"332","Cabeza tractora Volvo F16 FH 650_GLOB._STAND CLIMA_CHASIS SPOILERS","Volvo","ESPAÑA","Tarragona",650,1e+05,5e+05,"2019",FALSE
"333","Cabeza tractora Mercedes Actros 1842 LS","Mercedes","ESPAÑA","Santa Fe",420,37000,590361,"2016",FALSE
"334","Cabeza tractora Mercedes Actros 1843 LS","Mercedes","ESPAÑA","Santa Fe",430,43000,552208,"2017",FALSE
"335","Cabeza tractora Mercedes Arocs 1843 LS","Mercedes","ESPAÑA","Santa Fe",430,41500,591249,"2017",FALSE
"336","Cabeza tractora Mercedes Actros 1843 LS","Mercedes","ESPAÑA","Santa Fe",430,47500,591588,"2017",FALSE
"337","Cabeza tractora Mercedes Actros 1843 LS","Mercedes","ESPAÑA","Santa Fe",430,54000,253300,"2018",FALSE
"338","Cabeza tractora Mercedes Actros 1846 LS","Mercedes","ESPAÑA","Santa Fe",460,55000,504408,"2018",FALSE
"339","Cabeza tractora Mercedes Actros 1846 LS","Mercedes","ESPAÑA","Santa Fe",460,55000,485489,"2018",FALSE
"340","Cabeza tractora Iveco Stralis AT 430","Iveco","ESPAÑA","Santa Fe",460,84000,1,"2016",FALSE
"341","Cabeza tractora Mercedes","Mercedes","ESPAÑA","Santa Fe",400,34500,637096,"2016",FALSE
"342","Cabeza tractora DAF XF105 510","DAF","ESPAÑA","Santa Fe",510,11500,1006932,"2010",FALSE
"343","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Santa Fe",460,15000,1205516,"2013",FALSE
"344","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Santa Fe",460,17000,1274854,"2014",FALSE
"345","Cabeza tractora DAF XF 510","DAF","ESPAÑA","Santa Fe",510,35500,786010,"2014",FALSE
"346","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Santa Fe",460,30500,798462,"2014",FALSE
"347","Cabeza tractora DAF XF 460 SSC","DAF","ESPAÑA","Santa Fe",460,31000,1107461,"2014",FALSE
"348","Cabeza tractora DAF XF 510","DAF","ESPAÑA","Santa Fe",NA,33000,1029610,"2016",FALSE
"349","Cabeza tractora DAF XF 510","DAF","ESPAÑA","Santa Fe",510,35000,796372,"2016",FALSE
"350","Cabeza tractora DAF CF FAT 400","DAF","ESPAÑA","Santa Fe",400,29000,797456,"2016",FALSE
"351","Cabeza tractora Renault Premium 460 DXI","Renault","ESPAÑA","Sant Celoni",460,18500,779000,"2014",FALSE
"352","Cabeza tractora Mercedes Actros 2040","Mercedes","ESPAÑA","Sant Celoni",400,25800,513000,"2000",FALSE
"353","Cabeza tractora Scania R 440","Scania","ESPAÑA","Alcasser / Valencia",440,24800,880770,"2014",FALSE
"354","Cabeza tractora Mercedes Actros 1845","Mercedes","ESPAÑA","Fuente El Saz De Jarama",450,26000,768786,"2015",FALSE
"355","Cabeza tractora Mercedes Actros 1842","Mercedes","ESPAÑA","Fuente El Saz De Jarama",420,16500,1865441,"2012",FALSE
"356","Cabeza tractora Scania R 164R480","Scania","ESPAÑA","Santiago De Compostela",480,NA,1801000,"2001",FALSE
"357","Cabeza tractora Renault T-Series 460","Renault","ESPAÑA","Alcasser / Valencia",460,43800,597214,"2018",FALSE
"358","Cabeza tractora Renault T-Series 460","Renault","ESPAÑA","Alcasser / Valencia",460,45800,573141,"2018",FALSE
"359","Cabeza tractora Renault T-Series 460","Renault","ESPAÑA","Alcasser / Valencia",460,43800,614254,"2018",FALSE
"360","Cabeza tractora Mercedes Actros 1848","Mercedes","ESPAÑA","Alcasser / Valencia",480,29800,753101,"2015",FALSE
"361","Cabeza tractora Mercedes Actros 1851 LS","Mercedes","ESPAÑA","Alcala De Guadaira",510,59500,470000,"2019",FALSE
"362","Cabeza tractora Volvo FH 500 Globetrotter XL","Volvo","ESPAÑA","Massanassa",500,36700,847600,"2015",FALSE
"363","Cabeza tractora Mercedes Actros","Mercedes","ESPAÑA","Massanassa",510,45900,497000,"2016",FALSE
"364","Cabeza tractora Mercedes Actros 1843","Mercedes","ESPAÑA","Alcasser / Valencia",430,33800,425458,"2015",FALSE
"365","Cabeza tractora Iveco Stralis 480","Iveco","ESPAÑA","Alcasser / Valencia",480,45800,391064,"2017",FALSE
"366","Cabeza tractora Iveco Stralis 460 Hi-Way","Iveco","ESPAÑA","Alcasser / Valencia",460,27800,757985,"2016",FALSE
"367","Cabeza tractora MAN TGS 18.480","MAN","ESPAÑA","Zaragoza",480,NA,425000,"2009",FALSE
"368","Cabeza tractora MAN TGX 18.440 XLX","MAN","ESPAÑA","Alcasser / Valencia",440,24800,521850,"2012",FALSE
"369","Cabeza tractora Scania P 410 / Retarder / Hydraulik / ACC / LDW / Navi","Scania","ESPAÑA","Alcasser / Valencia",411,35800,539610,"2016",FALSE
"370","Cabeza tractora DAF XF 106.460 SC / Retarder / LDW / ACC / 2 Liegen","DAF","ESPAÑA","Alcasser / Valencia",460,37800,687652,"2017",FALSE
"371","Cabeza tractora DAF XF 460","DAF","ESPAÑA","Alicante",460,840,510000,"2016",FALSE
"372","Cabeza tractora MAN TGX 18.460","MAN","ESPAÑA","Alicante",460,950,425000,"2018",FALSE
"373","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Zaragoza",460,46000,563414,"2017",FALSE
"374","Cabeza tractora Iveco Stralis AS 440 S 46 TP","Iveco","ESPAÑA","Gijon",460,40500,428119,"2016",FALSE
"375","Cabeza tractora Renault T-High","Renault","ESPAÑA","Sevilla",520,52000,580845,"2018",FALSE
"376","Cabeza tractora Renault T-High","Renault","ESPAÑA","Sevilla",520,50000,645413,"2018",FALSE
"377","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Zierbena",480,54300,488737,"2017",FALSE
"378","Cabeza tractora Iveco AS440S46TP Hi Way AUT INT","Iveco","ESPAÑA","Teruel",NA,29900,598290,"2015",FALSE
"379","Cabeza tractora Iveco AS440S46T/P Hi Way","Iveco","ESPAÑA","Teruel",NA,NA,416760,"2014",FALSE
"380","Cabeza tractora Scania S 450_HIGHCABINE_RETARDER_STAND- SKIRTS","Scania","ESPAÑA","Tarragona",450,69900,730000,"2018",FALSE
"381","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,39500,469154,"2016",FALSE
"382","Cabeza tractora Iveco Stralis AS440S46TP AUT INT","Iveco","ESPAÑA","Ciudad Real",460,45500,183241,"2016",FALSE
"383","Cabeza tractora MAN TGS","MAN","ESPAÑA","Madrid",NA,34700,379429,"2013",FALSE
"384","Cabeza tractora productos peligrosos / ADR Renault T-High","Renault","ESPAÑA","Cazalegas",480,48000,631000,"2015",FALSE
"385","Cabeza tractora Renault T-Series","Renault","ESPAÑA","Cazalegas",440,46000,527000,"2016",FALSE
"386","Cabeza tractora Volvo FH 12","Volvo","ESPAÑA","Quintana De Orden",NA,NA,8e+05,"2000",FALSE
"387","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",460,48000,561709,"2017",FALSE
"388","Cabeza tractora Iveco S-WAY 430","Iveco","ESPAÑA","Torrent",430,NA,22,"2022",FALSE
"389","Cabeza tractora productos peligrosos / ADR Iveco Stralis","Iveco","ESPAÑA","Castellon",NA,NA,506406,"2013",FALSE
"390","Cabeza tractora Iveco Stralis AS 440 S51 TP","Iveco","ESPAÑA","La Cañada De San Urbano",510,NA,537286,"2018",FALSE
"391","Cabeza tractora MAN TGS 26.400","MAN","ESPAÑA","Vigo",400,50000,975050,"2009",FALSE
"392","Cabeza tractora Volvo FH 500","Volvo","ESPAÑA","Madrid",500,NA,858229,"2016",FALSE
"393","Cabeza tractora DAF XF 106","DAF","ESPAÑA","Alcasser / Valencia",480,49800,598574,"2018",FALSE
"394","Cabeza tractora Mercedes Actros 2040","Mercedes","ESPAÑA","Zaragoza",400,NA,702000,"2002",FALSE
"395","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69400,414258,"2019",FALSE
"396","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,68500,435308,"2019",FALSE
"397","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69700,399720,"2019",FALSE
"398","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69800,396160,"2019",FALSE
"399","Cabeza tractora DAF XF 460","DAF","ESPAÑA","San Fernando De Henares",462,49800,730060,"2017",FALSE
"400","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69500,413162,"2019",FALSE
"401","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,66100,490205,"2019",FALSE
"402","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69500,413010,"2019",FALSE
"403","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69400,420880,"2019",FALSE
"404","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69500,420330,"2019",FALSE
"405","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69000,437560,"2019",FALSE
"406","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,65600,324722,"2019",FALSE
"407","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,65700,276850,"2018",FALSE
"408","Cabeza tractora Scania R 450","Scania","ESPAÑA","Vilablareix",450,65000,550000,"2018",FALSE
"409","Cabeza tractora Iveco Stralis AS440S48T/P","Iveco","ESPAÑA","Alcalá De Guadaira",480,49500,588373,"2017",FALSE
"410","Cabeza tractora Renault T-High","Renault","ESPAÑA","Cazalegas",520,57500,488000,"2017",FALSE
"411","Cabeza tractora Volvo FL12 380","Volvo","ESPAÑA","Torrent",380,NA,628906,"1998",FALSE
"412","Cabeza tractora Iveco Stralis AS 440","Iveco","ESPAÑA","Torrent",NA,NA,5e+05,"2016",FALSE
"413","Cabeza tractora Iveco Stralis AS440S48TP HW EVO E6","Iveco","ESPAÑA","Ciudad Real",480,53500,366455,"2017",FALSE
"414","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,57000,423029,"2018",FALSE
"415","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Ciudad Real",460,34500,608227,"2016",FALSE
"416","Cabeza tractora Mercedes Actros","Mercedes","ESPAÑA","Madrid",NA,22700,596705,"2013",FALSE
"417","Cabeza tractora Volvo FH","Volvo","ESPAÑA","Castellon",NA,NA,799276,"2017",FALSE
"418","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,56600,649245,"2017",FALSE
"419","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,56400,662175,"2017",FALSE
"420","Cabeza tractora DAF XF 460","DAF","ESPAÑA","San Fernando De Henares",462,50200,732740,"2017",FALSE
"421","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,68900,441270,"2019",FALSE
"422","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,58000,645742,"2017",FALSE
"423","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69600,409357,"2019",FALSE
"424","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,57700,557562,"2017",FALSE
"425","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,57800,617972,"2017",FALSE
"426","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,58900,669890,"2017",FALSE
"427","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,56000,625874,"2017",FALSE
"428","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,64700,530814,"2018",FALSE
"429","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,55700,652229,"2017",FALSE
"430","Cabeza tractora DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",482,64300,511837,"2017",FALSE
"431","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69300,419545,"2019",FALSE
"432","Cabeza tractora productos peligrosos / ADR DAF XF 480","DAF","ESPAÑA","San Fernando De Henares",NA,71200,430457,"2018",FALSE
"433","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,69600,406555,"2019",FALSE
"434","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,55600,534500,"2018",FALSE
"435","Cabeza tractora DAF XF FT XF450","DAF","ESPAÑA","San Fernando De Henares",NA,67900,412260,"2019",FALSE
"436","Cabeza tractora Iveco Stralis AS440S46T/P","Iveco","ESPAÑA","Molina De Segura",460,50500,459520,"2017",FALSE
"437","Cabeza tractora Volvo FH13 500","Volvo","ESPAÑA","Monforte De Lemos",500,24000,1330000,"2011",FALSE
"438","Cabeza tractora DAF XF105 460","DAF","ESPAÑA","Molina De Segura",460,18900,850000,"2014",FALSE
"439","Cabeza tractora DAF CF85 430","DAF","ESPAÑA","Vitoria Gasteis",430,13000,1300000,"2005",FALSE
